grad_inc_mean/t=0,grad_inc_mean/t=1,grad_inc_mean/t=2,grad_inc_mean/t=3,grad_inc_mean/t=4,grad_inc_mean/t=5,grad_inc_mean/t=6,grad_inc_mean/t=7,grad_inc_mean/t=8,grad_inc_mean/t=9,grad_inc_mean/t=10,grad_inc_mean/t=11,grad_inc_mean/t=12,grad_inc_mean/t=13,grad_inc_mean/t=14,grad_inc_mean/t=15,grad_inc_mean/t=16,grad_inc_mean/t=17,grad_inc_mean/t=18,grad_inc_mean/t=19,grad_inc_mean/t=20,grad_inc_mean/t=21,grad_inc_mean/t=22,grad_inc_mean/t=23,grad_inc_mean/t=24,grad_inc_mean/t=25,grad_inc_mean/t=26,grad_inc_mean/t=27,grad_inc_mean/t=28,grad_inc_mean/t=29,grad_inc_mean/t=30,grad_inc_mean/t=31,grad_inc_mean/t=32,grad_inc_mean/t=33,grad_inc_mean/t=34,grad_inc_mean/t=35,grad_inc_mean/t=36,grad_inc_mean/t=37,grad_inc_mean/t=38,grad_inc_mean/t=39,grad_inc_mean/t=40,grad_inc_mean/t=41,grad_inc_mean/t=42,grad_inc_mean/t=43,grad_inc_mean/t=44,grad_inc_mean/t=45,grad_inc_mean/t=46,grad_inc_mean/t=47
-1.87881097168337e-11,-1.8360754883359783e-11,-8.786225953778056e-12,-1.3607665621023014e-11,1.2648736337107869e-11,1.5710954674607114e-11,4.879949807304756e-11,-3.113565084149325e-11,3.2315375610861278e-12,-6.279179770121228e-11,7.730719310588772e-12,3.699499285319719e-11,-9.491352387733885e-12,5.314818281405455e-12,-2.4733728906460195e-11,3.7021852140967705e-12,2.8798621557172817e-11,-3.077207816864011e-11,3.831940189114289e-12,-3.533813264152947e-11,1.2687745678720586e-11,-4.632267359863707e-12,1.5393545983449586e-11,4.346973225982546e-11,8.149924082311278e-12,-2.4606584441336667e-11,-2.867975659523891e-12,-2.198102891297736e-12,5.041274656160581e-11,4.9094083654703834e-12,-2.564168723665736e-11,4.106053811335166e-11,3.5970793354911896e-11,-4.93605231352591e-12,1.5339768291138434e-13,-3.930830576318821e-12,-5.367198643444295e-12,2.0762830321282436e-11,8.212747697693001e-13,-4.151099794872091e-11,-2.8716642565628425e-11,1.521619060202588e-11,1.661458402773296e-11,5.825312909560124e-12,-1.642238577450114e-11,-1.7761107934459176e-11,1.496942767300659e-11,9.485613574003029e-11
-2.138236957159861e-11,-6.262597345180802e-11,1.974368107412939e-11,1.2308024892562282e-11,-2.5877309081417336e-12,4.9588290374266465e-11,-7.943896604547554e-11,2.205592119942951e-11,5.826242451271487e-11,-4.040831503031778e-11,7.496026849424224e-11,-8.328959723302801e-12,-4.080678449826166e-11,2.534256660458108e-11,1.0806171975662081e-11,-2.6816344498506797e-11,1.1877752721859078e-11,-2.813874252033725e-12,3.836033258454865e-11,3.264136178883726e-11,2.0515370673561767e-11,-4.434516163765973e-12,4.1052940908827346e-11,7.594442482442791e-12,1.2196821729938614e-12,3.967658834352057e-11,-2.432691239069104e-12,-6.048669790961557e-12,-3.634314493269376e-11,-2.8374092280297127e-12,5.647537517917219e-12,-4.232583837722373e-11,1.8275235597659454e-11,1.7147866281563456e-11,-8.047345524588577e-12,1.720710021862394e-11,3.020694467310269e-11,1.827360818894537e-11,1.3598815235384047e-12,-1.3820602897656902e-11,2.1897386868566265e-11,3.2617709721297625e-11,3.370056268662138e-11,7.073301221845824e-11,-8.601103889270552e-11,1.4046490950272353e-12,5.7874670203622965e-11,-6.793129911288527e-11
4.885944967650248e-11,2.672760746580627e-11,-3.915935632180644e-11,-1.3298887510981404e-11,2.0916025860866822e-11,-2.6399167642867936e-11,-3.9150795233158287e-11,-1.8574834250763663e-11,3.071314784514568e-11,3.429995056948105e-11,3.1373826046805985e-11,-8.681850065638468e-12,-6.345773042226898e-11,1.4850173475827442e-11,-5.745958986343358e-11,-2.0856643605377987e-11,-4.923840820272754e-11,6.697227083403507e-11,-5.508932407538571e-12,-2.419282848434776e-11,-7.530115791301591e-12,1.615612359985607e-11,-4.3301015455159856e-12,3.5226133519261054e-11,-5.714852451280183e-11,-1.5417882243473404e-12,1.3189466693935657e-11,2.2125967281663898e-11,2.628880709184344e-11,1.5345591829242514e-11,-7.783181694201696e-12,2.773394028949053e-11,1.7837454017316765e-11,-2.039250724450092e-11,3.5189965705504984e-11,-1.1631785054822236e-11,1.749894565501924e-11,1.662586239419249e-11,-1.7229325475281446e-11,-8.24548172299348e-12,2.7386039186871215e-11,7.588843292856816e-12,4.481742062428862e-12,-2.9664379222735825e-12,-4.914570687716403e-11,1.641407572538494e-11,-1.5831365329320905e-11,2.391984287025476e-11
-1.0520650301589375e-10,-2.5917156183302544e-11,4.2923230159915664e-11,-4.277875058061068e-11,-2.3569093856547252e-11,-3.0836749679560026e-11,1.9767517132646368e-11,1.8824472068707104e-11,-1.46696866819229e-11,2.6040160840942428e-12,-4.230630641887503e-11,-5.26444795548124e-11,-2.479796598357614e-11,-2.979969915317779e-11,-1.1563919756871815e-11,1.2861293580947602e-11,2.3041416109138836e-12,2.5655641614037e-11,-1.4780221312046565e-11,-3.755934569295084e-12,1.4213122766942568e-11,1.3101104022864971e-11,-4.63876614438833e-11,4.096294397219525e-11,2.8601834287118635e-11,-6.0030560580587815e-12,-3.0665570336965397e-12,-1.4654880863305892e-11,1.6169415496798423e-11,1.3635782890962382e-11,-2.6006959334482153e-11,2.282415975663125e-12,-5.480881608782278e-12,-6.4732253261546355e-12,-3.233811663405963e-12,-1.2914037582391346e-11,3.878989514373572e-11,-3.816068632761926e-11,4.742451400025154e-11,1.0821933374798948e-12,-2.8339362152849486e-11,1.6695350796560763e-11,4.7587125884784664e-11,2.951840004016924e-11,5.991184441694239e-11,8.381376173112686e-11,-1.484141214781197e-10,-1.0592062263863083e-10
-7.408038854058711e-11,-2.608185980718332e-11,2.697096672551952e-11,1.4619235507294898e-11,-5.936863895539896e-11,-2.3636884322173064e-11,-4.0575230531088976e-11,1.273687187480475e-11,-1.5809366411540204e-11,-5.5588379765388676e-11,-3.124057926732757e-11,-1.836428593769413e-11,-4.051482534970909e-11,-3.07440192848457e-11,1.824154611320026e-11,-3.3175722607975515e-11,-1.2606349232553203e-11,-1.1458137439638954e-14,-1.132724832824987e-11,7.724761977425366e-12,-3.338519762779807e-11,4.0913440516346404e-11,3.235024983171508e-11,7.409370382557742e-13,-1.6366779520459853e-11,6.696208885582877e-11,-5.385452111780164e-12,4.407235680720905e-11,-1.749462389055069e-11,2.9345373698826058e-12,2.790169150953641e-11,-1.2179338943566459e-11,4.7045158331480165e-12,2.9178378369727436e-11,1.50092859617535e-11,-2.30285482419116e-11,6.722576685550558e-12,3.3421352813742344e-11,-1.834109658447266e-11,-3.499210660431568e-13,1.758596826250036e-11,-4.5103483165918966e-13,5.989432080077599e-11,2.6029105017881884e-11,-1.4432017791396375e-11,-1.8586511421950564e-12,-4.877588854997765e-11,2.2895277807702733e-11
-6.182092972286647e-11,1.900358116943826e-11,1.143007984183296e-11,2.2304786161801152e-11,1.5285050617866806e-11,7.773644007279682e-12,-1.1147780193091998e-11,-5.690003878357143e-12,3.235792971797366e-11,2.010862510616088e-11,-7.701125594023667e-12,2.093795083273246e-11,1.4634679514886828e-12,-1.1571741102663988e-12,8.25259295107882e-12,-6.798660970913709e-12,-3.731488112171551e-12,-1.4301891123407453e-11,6.799142263989725e-12,-1.2351325594434545e-11,6.72278960418614e-12,-1.3086911992600817e-11,-5.825566844487781e-12,8.186888239147037e-13,-8.439794962083702e-12,4.9065646604162185e-12,4.325912652288602e-12,-1.3020181133758177e-12,-1.3049881928853036e-11,9.94348572106952e-13,-1.7792551506937184e-12,-3.003577815118931e-12,1.0576177253371251e-11,-1.6803603288828013e-12,4.615821571474173e-12,-1.8410764614151006e-12,-3.6923000844813384e-12,-2.9847572034344485e-12,-1.1643248491580862e-12,-1.3355336985350246e-11,-5.134816776897851e-12,1.0639897944616625e-11,-6.0946086857686e-12,1.3791252222525014e-11,-2.354757417688926e-11,3.710949139446543e-11,-3.651435089587777e-11,-1.0009775912774088e-11
-2.7799899896498807e-11,-8.557299908858867e-11,3.0094041158021336e-11,-6.285187895089735e-12,-1.3932718804551393e-12,5.129392408032832e-11,-7.673238110283931e-11,4.576389121648093e-12,6.532591787752342e-11,-2.988115711778668e-11,8.1160013582894e-11,-1.1089338411713178e-11,-4.2162956656709287e-11,2.6332758830095077e-11,8.855206225332415e-12,-2.8804735169353094e-11,1.7928100070440347e-12,-3.33133850206365e-12,3.506312936850248e-11,3.15569243907336e-11,1.9966272840406025e-11,1.6633873580901367e-13,4.4010801299922186e-11,5.316461047362395e-12,2.3674167697910185e-12,3.8100401995745444e-11,-5.36298678993249e-12,-6.895585495382923e-12,-3.5192171800679804e-11,-5.657147489889306e-12,3.661183428212109e-12,-4.221886784981192e-11,1.428879018171884e-11,1.4152292505533004e-11,-1.0088534920828665e-11,1.537577021996697e-11,2.7285016317966624e-11,1.7429811814147076e-11,-4.645489646745665e-12,-1.4160197383463899e-11,2.0146541242074778e-11,2.4445837380485366e-11,2.6170376087975976e-11,6.370419429891644e-11,-9.436196758581248e-11,-6.245909880684664e-12,4.1658594956837604e-11,-9.936012409812612e-11
5.0919794376096246e-11,2.3377278422163487e-11,-3.233340830044371e-11,-1.2449581969740634e-11,3.792881093853081e-12,-1.3397371992261768e-11,-4.2985490359249625e-11,-2.429271385868518e-11,2.5485787651643424e-11,3.056050753807846e-11,3.071833109610789e-11,-1.501506100049111e-11,-4.795944645331238e-11,-5.568662458447596e-12,-4.800025831516936e-11,-1.8297457715790994e-11,-4.3719670165338756e-11,5.886585099785031e-11,-1.0097180825365286e-11,-1.108599257336955e-11,-4.277616737486686e-12,1.659047876292093e-11,-6.583048117417478e-12,3.533477682453916e-11,-5.708538637940098e-11,-3.323009908597759e-12,1.2210980354817823e-11,2.512584406516004e-11,2.7210349227194384e-11,1.4258599987609276e-11,-7.023310071084796e-12,2.919221722111892e-11,1.5523244734645443e-11,-1.823452821029994e-11,3.5017212191201595e-11,-1.1176804940480017e-11,1.577450620525471e-11,1.5893631552338414e-11,-1.6244837324188924e-11,-8.947655525256678e-12,2.6068608025381395e-11,7.309577364461725e-12,5.48044161326727e-12,-3.0958471953405477e-12,-4.879247413807507e-11,1.6677341535740562e-11,-1.7984667506170995e-11,2.133629844575437e-11
-1.0012549566392121e-10,-3.755309245041642e-11,3.981874767860809e-11,-3.857920974316097e-11,-2.651352259707827e-11,-1.948368395360582e-11,3.216926468510247e-11,3.2457465370761525e-11,-2.626060776432961e-12,1.7532067513876266e-11,-3.840826059437793e-11,-5.1914342987146645e-11,-2.9924823833879364e-11,-2.3686651360471288e-11,-4.689294111759947e-12,1.5788613547858863e-11,1.0170541826398068e-11,3.3654228489795864e-11,-1.45192732904559e-11,-5.2043914594593756e-12,1.7855328379942015e-11,1.5734609364265505e-11,-4.836987399790835e-11,4.360962494295512e-11,3.1709497321166896e-11,-1.1273117287043264e-11,-6.1035792108482064e-12,-1.570891642401185e-11,1.7304032158627e-11,1.3741866876292538e-11,-2.7577250677577505e-11,1.2696964932536556e-12,-5.26844844639889e-12,-6.350330999649905e-12,-4.200098100928761e-12,-1.3447404910846137e-11,4.125977194423355e-11,-3.8597701888858985e-11,4.6975636049901315e-11,1.0808258726882216e-12,-2.824494955749255e-11,1.6556552959970116e-11,4.863486492523712e-11,3.0019175295394435e-11,5.875601718572955e-11,8.371789076918766e-11,-1.5016367450095595e-10,-1.1320275610665129e-10
-6.707726776956594e-11,-1.638966288627451e-11,3.8729900271163775e-11,1.2345898625515338e-11,-5.437439610188872e-11,-3.6676631320908153e-11,-4.7505507610561213e-11,2.00173056131117e-11,-1.765669657403501e-11,-4.876045392180691e-11,-3.4614386154359104e-11,-1.8155354810241206e-11,-4.0962881995568156e-11,-3.387428318555423e-11,1.656692915319379e-11,-4.07942819771526e-11,-1.5770618596185325e-12,-3.723107192088729e-12,-7.228452456298402e-12,6.954205302744074e-12,-3.135263919007939e-11,4.307687833270451e-11,2.9312547839611835e-11,4.825821345403813e-13,-1.5792806011793436e-11,6.867726148495162e-11,-7.730013028326146e-12,4.7488393154722937e-11,-2.106086181530484e-11,2.8511786419502684e-12,2.97272083927903e-11,-1.299233634871346e-11,4.792088479562531e-12,2.791469444902711e-11,1.6794601254599534e-11,-2.223626533780239e-11,7.718778277416266e-12,3.347983604196554e-11,-1.9037612052161267e-11,-1.1639930634902856e-12,1.7012905209154377e-11,-1.4106813183336504e-12,6.109477416249152e-11,2.5600629663341574e-11,-1.1981229638914579e-11,-3.1603431033448648e-12,-4.824675637572329e-11,2.4046662817098976e-11
-5.1736167968693216e-11,8.224383086804815e-12,1.0022343394376868e-11,1.2252275958562631e-11,1.7651896848500156e-11,6.883045939163579e-12,-6.784348192369692e-12,-7.157611356884615e-12,3.237998713541253e-11,1.6493381308766473e-11,-7.249264927619295e-12,2.0649520404855442e-11,7.288184622625284e-13,-2.791750710157481e-12,8.077719659488017e-12,-8.175978755835735e-12,-1.9293875952929052e-12,-1.5216410477671616e-11,6.053640106325359e-12,-1.2264506449118571e-11,6.419841502547992e-12,-1.3098731364914207e-11,-6.388894069001926e-12,1.2843588649655083e-12,-7.79865429596605e-12,5.784061396215875e-12,4.545113848600719e-12,-8.185624285589333e-13,-1.1537915948102818e-11,1.887924448479962e-12,-1.829418585768614e-12,-2.9796214140940968e-12,1.0210163613374562e-11,-1.4196217136878046e-12,4.519602862859496e-12,-2.170683003436409e-12,-3.5746291115103894e-12,-2.910787948217639e-12,-1.2965872772491569e-12,-1.3186104600303317e-11,-5.297227983061875e-12,1.0906655305836589e-11,-6.26844826936235e-12,1.3627537566133899e-11,-2.3695009152611208e-11,3.69619194596873e-11,-3.662392647748138e-11,-1.0124200237151526e-11
-1.230050901550885e-11,3.352941115915453e-12,-6.438452241431144e-11,-3.020267071813709e-11,4.7104592099252354e-11,3.511859002446402e-11,2.7978997282096732e-11,4.83614070159238e-13,-1.2366716524724742e-11,-5.6524251223520015e-11,-3.4307429032233656e-11,3.1045898518383236e-11,5.79448280932349e-11,3.3203295615879265e-11,7.246998410042268e-12,8.817343134376357e-12,3.3512939009766485e-12,-4.308698824031618e-11,-5.30813969315871e-12,1.3287874295630374e-11,-2.15194660847243e-11,5.436730526482569e-11,1.5031660283093896e-11,-6.134287852712455e-11,5.541192023686455e-12,4.807650935814112e-12,-2.079647107696638e-11,-1.80282058060185e-12,1.3194267080549182e-11,-3.038594932748119e-11,-8.184829555189215e-11,5.028182979939517e-11,-4.4096010882652175e-12,-1.74640928192249e-11,-2.299162206810611e-11,5.807641733394482e-12,-6.624291094032045e-12,-2.691744851335739e-12,3.816830202612644e-11,-8.638524308136534e-11,3.797729554696426e-11,3.165573450456978e-11,1.6837100259372627e-11,5.264561224584132e-12,-2.888611214220669e-12,-3.713184614821106e-11,-1.1243029127013052e-10,-6.955634687497877e-11
2.255024892771614e-11,7.635047479367112e-12,-3.2018396730791564e-11,-1.0024991938846507e-10,1.4008110378676227e-11,2.9491966641251534e-11,3.777636951517794e-11,-3.101086180745489e-11,-5.265666194675724e-11,2.1292977197543633e-11,2.4595353124058064e-11,-1.3745064521729639e-11,1.004217035840647e-11,8.39260573721444e-12,4.897604196442126e-11,-2.048650910077913e-11,2.50699689596562e-11,-1.4043491359146398e-12,-2.9049735762388364e-11,-3.9788514669263175e-11,-5.240947988839028e-12,-1.613047500780536e-11,-5.323726284948703e-12,1.581386897740672e-11,-2.285433460195109e-11,2.6167600834840893e-12,-5.316800521246955e-12,-1.4663374831846296e-11,2.6462037310017608e-11,2.3218364225625216e-11,-4.265242236248527e-12,-2.419734681445319e-12,-3.23803932347384e-11,1.3640254298877888e-11,5.2827275557002044e-11,4.121344640540946e-12,-2.15570033561769e-12,-1.660864043480803e-11,6.601307580776553e-12,-1.4509540809950585e-11,-1.2666185700136797e-11,3.586217669752979e-11,-1.6621768208719619e-12,2.6336619606159607e-11,1.7264972346299685e-11,-9.847917354846524e-12,4.458839720861426e-11,1.6699318000726308e-11
-1.7155777407006253e-11,2.1712217748044733e-11,-5.1408680055147563e-11,-2.320492303439683e-11,-9.757792062067501e-12,-1.7568657263937505e-11,1.7965358575177954e-11,-6.986389939966922e-12,-2.3115936422149842e-11,2.287504203779314e-11,2.606115709430397e-11,1.7375341110857519e-12,3.396795344281182e-11,3.288314360403535e-13,1.1954028152071829e-11,5.211300544843339e-12,2.493344537399842e-11,4.2179239144883565e-12,-1.4752302992310864e-11,-1.0668139551617648e-11,-4.0430973140774145e-12,-8.350406857077322e-13,-5.720450157036293e-12,-3.309122082304172e-11,5.56827135518148e-12,-1.487065002471617e-11,2.6663381548308857e-12,-1.6230588849097476e-11,1.7026912061806828e-11,4.4432036326820757e-13,-1.8984211363462812e-11,5.545738450881112e-12,-3.148407849443336e-11,5.415963963164878e-12,-5.108545682220101e-12,1.5368318201809564e-11,3.83617560895682e-11,5.875964312925553e-12,-8.98283580562964e-12,4.355695665379738e-12,3.4295149175519414e-11,1.3173674657980144e-11,1.3035573332916308e-11,1.245255555218943e-11,-5.3414749024965165e-11,-1.943403532247444e-11,-5.753068637480973e-12,-2.4839402381815965e-11
-4.7988699659476966e-12,6.102012795306236e-12,4.2157344465583e-11,3.1177633240890665e-11,-1.7412067393146523e-11,7.596978726854303e-11,-2.3715748865447433e-11,3.3037603297803804e-13,-1.8911457311098535e-11,4.30150371129669e-11,1.2955760127782486e-11,2.5304104695358157e-11,-1.109557042491465e-11,-1.7831568331446688e-11,1.2482343591846995e-11,-5.756179670010019e-11,-5.866880597003351e-13,-7.292032506682901e-13,2.021945731654924e-11,-2.962994835536453e-11,1.3215034376521218e-11,3.2334102365798534e-12,-1.3839109308446802e-11,1.5315154662759214e-11,-3.47051363450027e-11,-1.662232005026396e-11,-6.123692516031807e-12,-1.8162096507143559e-12,7.491101368682324e-12,-1.0204925718178815e-11,-2.0413056780937323e-11,-1.4449752217311523e-11,-2.5891134379991253e-13,-3.2733503889567695e-12,-1.801821889294669e-13,-6.879204544978402e-12,-2.847465291917141e-12,-4.14022776236283e-12,3.20632814444824e-11,-1.0590218426026869e-11,2.1325560414039557e-11,-4.7953971229856216e-11,-3.006860680179916e-11,3.684176833412349e-11,-2.8162303583768372e-11,-3.106223800218505e-11,-1.3861524724928378e-11,-3.913124571372575e-11
6.038997350300676e-11,1.2598436500012082e-11,-4.411668731797739e-11,1.1792503674653843e-11,-5.079461093021135e-12,8.17287591413596e-12,3.950212551860787e-11,-1.4277967300732828e-11,5.956333184333933e-13,-2.4174175042363656e-11,-6.129434316817101e-11,-3.241527017783061e-11,-1.4325135662263472e-11,1.2407455888605672e-11,3.187091957623021e-11,-3.2217046806087165e-11,1.9492851428519013e-11,-9.598365149832744e-12,1.7795018762240588e-12,6.320529856005711e-12,2.5948566653845923e-12,-4.020184998004034e-11,5.753388482011974e-12,-7.68409202968776e-12,-3.185726371952268e-11,9.689213696090941e-12,2.4763660726423884e-11,5.992700159537338e-12,-6.405985825338135e-12,-1.710733459310812e-11,-1.786391744240447e-11,2.251217906141935e-11,2.1892459874457557e-11,8.033551688974336e-12,3.643380933036466e-11,1.0561311657283385e-11,5.842928655157675e-12,-4.112830946250991e-11,2.3828332107466817e-11,-2.0253728441012327e-11,-1.798008719627938e-11,5.6877602836293216e-12,-4.603770619953297e-12,5.728694185014728e-11,3.529200617699978e-11,-1.0236801682818289e-10,2.230766679712504e-11,1.2587028420385921e-10
2.2118102382049186e-11,2.2473249336470115e-11,-3.1740981586376526e-11,9.751081733209467e-12,6.917458293409163e-11,2.8922552716636847e-11,2.8249749649025796e-11,1.094149660452826e-11,-1.0317298786597694e-11,-5.191027806436228e-11,-3.564535578324509e-11,4.0210888218415585e-11,5.7184206475363736e-11,3.241582028889122e-11,3.240163661518707e-12,1.1821711919393938e-11,2.1916896536387656e-12,-4.895743757033243e-11,2.0351557272380336e-12,1.466086889726079e-11,-2.2348271711663802e-11,4.8468803573102797e-11,1.7715287706437632e-11,-6.598758097584796e-11,4.546510647840676e-12,3.80919107426722e-12,-1.7760501628789792e-11,-3.5337561641368995e-13,1.4699539429607535e-11,-3.020554967423911e-11,-8.162654233099245e-11,4.5633889522147504e-11,-3.638818119445818e-12,-1.9843890107731456e-11,-2.5866462743450984e-11,7.856965648891388e-12,-5.407468254728207e-12,-4.673656443257761e-12,3.6803701385853295e-11,-8.37083181166902e-11,3.866053023847183e-11,3.2104219068013656e-11,1.7325611720084898e-11,4.895307056193281e-12,-2.2037506513140816e-12,-3.773813927445194e-11,-1.1175102692212593e-10,-6.650842813408065e-11
1.6751802209194077e-11,9.297887738137201e-12,-2.874346733503668e-11,-1.0345501365881902e-10,1.3547262113041044e-11,4.568751175369451e-11,3.657678689531879e-11,-5.312748509159571e-11,-5.82932782838383e-11,2.5191889461977074e-11,2.1033252764790858e-11,-1.6586927440132472e-11,7.366591538846962e-12,1.338991696479218e-11,5.0198275585827234e-11,-2.230482508768688e-11,2.7049497259264696e-11,-1.6487674221117084e-12,-2.530204933329106e-11,-3.906394686736034e-11,-1.4824930450437378e-12,-1.1872757919855426e-11,-9.735299031095203e-12,1.5648732012689756e-11,-2.45244173600265e-11,3.735626137397392e-12,-7.48160072116755e-12,-1.4081345438101812e-11,2.4692108062414173e-11,1.990824118641646e-11,-5.7609186328903855e-12,-5.319276693796349e-12,-3.379621007048142e-11,1.1687794446216906e-11,5.19652783706899e-11,3.2666086500107594e-12,-4.6360509174586416e-12,-1.7927392614656064e-11,5.204678788054288e-12,-1.5516244555088922e-11,-1.4065611930102934e-11,3.467122126767783e-11,-3.730092519737372e-12,2.448504282716294e-11,1.4503722303021681e-11,-1.3589175430660064e-11,4.007360878433747e-11,3.85083401050928e-12
-9.004130088380911e-12,9.841238243073027e-12,-6.417520317522938e-11,-1.3979141359230426e-11,-5.5686159343619565e-12,-1.0015937328222244e-11,1.4966311919775864e-11,-2.5569937373928657e-12,-2.433283546839389e-11,2.5322882353314126e-11,2.3115896954083973e-11,-1.3244733762548318e-12,3.661298101266991e-11,4.354562398998577e-12,1.4670603274572567e-11,6.711645646510456e-12,2.4635212512218273e-11,4.357106458783969e-12,-1.751299588176216e-11,-8.330233288519892e-12,-6.209765759241602e-12,-3.65940082155256e-12,-8.124841491005715e-12,-3.1936127515891037e-11,4.911366199100728e-12,-1.4939957932797395e-11,2.1044190029017628e-13,-1.4256079458329825e-11,1.5118487731766286e-11,3.70155610522142e-13,-1.8395843986707024e-11,3.251956915846003e-12,-3.198030539089832e-11,5.700843229682403e-12,-4.809918293108452e-12,1.544829246674573e-11,3.844399261200153e-11,5.462177245714711e-12,-9.299153713845742e-12,4.920528785080481e-12,3.483799407380567e-11,1.2308922052540472e-11,1.315836304433444e-11,1.199416609007522e-11,-5.314838479014254e-11,-1.9248047836486228e-11,-5.679958964385466e-12,-2.3876519708246238e-11
1.943951602273717e-12,1.7560771543177976e-11,3.1337176714538314e-11,3.281727967988903e-11,-5.498477358950668e-12,7.356645310938856e-11,-1.70407268272219e-11,-4.684507289739624e-12,-1.035267572471253e-11,4.8911374505344496e-11,1.161796389112854e-11,2.6671529004785114e-11,-2.3817353251812295e-11,-1.054156339476654e-11,1.8963014001906667e-11,-5.790599483054057e-11,-1.1742586248254524e-11,6.204382283843074e-12,2.854477228319843e-11,-3.286140952638344e-11,1.1129835312636381e-11,4.495105755672264e-12,-1.3854060916465215e-11,1.5435918111024566e-11,-3.5236665743138726e-11,-1.673246415661693e-11,-5.130203762596734e-12,-1.542026243287334e-12,7.472615407123769e-12,-9.726365783159444e-12,-1.9976494756792742e-11,-1.4128915778785464e-11,5.774129549527212e-13,-3.5570719379616546e-12,-1.2769878912813802e-12,-6.790768430281713e-12,-2.768423189314201e-12,-3.973868388978368e-12,3.20956992997377e-11,-1.0080798482394029e-11,2.1305870426410025e-11,-4.781137082186207e-11,-3.0002643848129156e-11,3.7290347415994915e-11,-2.786840060590668e-11,-3.0648006295546235e-11,-1.346420674308584e-11,-3.9295197457150144e-11
7.823672531307131e-11,9.463511770706015e-13,-6.720668925909856e-11,5.15418071583092e-12,-7.2536273287514145e-12,2.854591264841999e-12,4.520103717135266e-11,-2.0423078674574073e-11,-1.205495828283113e-11,-2.7619324860491232e-11,-6.677291968955486e-11,-3.8262456289718887e-11,-1.6584470294730156e-11,5.4501878709879735e-12,2.7460881703072853e-11,-2.5396841356994944e-11,1.441073326446064e-11,-1.284151196445077e-11,9.268814956485427e-13,8.32025816442909e-12,2.4187513538186118e-12,-4.387514164321591e-11,7.282083257182103e-12,-1.024479367254486e-12,-3.0724242376716815e-11,6.351963734579446e-12,2.057006069776196e-11,6.881318911238374e-12,-1.0933055608786111e-11,-1.5684737979194992e-11,-1.8472909234156143e-11,2.0379239547186898e-11,2.0190193382135214e-11,5.961345216289696e-12,3.5870186210510233e-11,1.2192123319304743e-11,4.746301088615581e-12,-4.21777916520806e-11,2.3285206160623472e-11,-2.080156592435986e-11,-1.965545219160529e-11,3.1945414707677804e-12,-7.2573944913113476e-12,5.3273976625617534e-11,3.3004695363425536e-11,-1.1001793868167933e-10,1.2832364216614766e-11,1.0700252426015775e-10
-7.76979069944885e-12,8.040304120703995e-11,-9.20072867777438e-11,1.1289336163471502e-11,1.1109889609433864e-10,-3.772301980963036e-11,-3.3448421760792297e-11,3.428422583391456e-11,-3.781694629335229e-11,7.64072336474528e-11,1.3054212356900339e-11,-2.637457274270415e-11,4.7180449720600484e-11,-2.0772127411826547e-11,-1.1426120110420165e-10,-5.6633520378922726e-11,-1.9895514045365472e-11,6.078616827668653e-11,1.3144161373243146e-11,-8.492983537094341e-11,2.1891902580743056e-11,2.9767039775600215e-11,-4.117546647867196e-11,-6.940053657737128e-11,-7.259967175293863e-11,3.791738174260263e-12,-2.308358920542601e-11,-3.183611730071604e-11,-4.211214375736323e-12,1.4132950683534614e-11,3.0961633890840557e-11,-4.754103523062807e-12,-2.701408952069024e-11,-8.507564717796597e-12,1.483636563466828e-11,4.266500535816417e-11,-2.368076669581178e-11,-2.0261376889066187e-11,-1.2545365108866306e-11,-2.986236739431083e-11,-5.057931846398568e-11,2.6254772634337988e-11,7.114954747477277e-11,-3.9579900696013676e-12,-7.600026452447431e-12,8.823137886659296e-11,-2.3018908905159996e-12,1.4250322044619226e-10
2.979559900507766e-12,-3.55173592730683e-11,-8.881943084773135e-11,-2.0388647340106538e-11,1.8145894572343732e-11,-1.5959296772574077e-11,4.9849137556441626e-11,-2.3641976850995862e-11,9.820852681003528e-12,4.422270483703095e-11,4.152546994201845e-11,1.7190766728184038e-11,5.235729345743656e-12,8.564910083631732e-12,2.2048433716795917e-11,-4.477787277234371e-11,-4.25618666155039e-11,2.1670328243761512e-11,1.4903973442886967e-11,1.7798180976509324e-11,-1.2586120234418433e-11,2.248638045589775e-11,-7.250490690725535e-12,-1.2602466561303781e-11,1.8135347217346844e-11,-1.870844772045301e-11,-7.985117067617703e-12,-3.254687938813609e-11,-5.625902179017608e-12,-1.6994067615729327e-11,2.811984017349162e-11,5.1409832530863476e-11,1.814008303768596e-11,1.9937442520850966e-11,8.456316383252322e-12,1.7960821664986364e-11,5.358372998342216e-12,1.0368531274437486e-11,1.5164634905928616e-11,-2.380986645217028e-11,1.0611356598611012e-11,2.906231045324065e-11,-1.4752564204181444e-11,-3.149133851237009e-11,-4.466101169147238e-11,-7.367900954471919e-12,6.922155058695839e-12,-3.952115042414329e-11
