timestep,image_idx,sample_idx,reward,ir_person,sex_score,sex_score_binary,aesthetics_score
,0,,0.18136905133724213,0.18136905133724213,0.014310048893094063,0.0,6.1191630363464355
,1,,-1.3640228509902954,-1.3640228509902954,0.016068054363131523,0.0,5.300250053405762
,2,,0.6237141489982605,0.6237141489982605,0.012792770750820637,0.0,5.623592376708984
,3,,-0.5731863379478455,-0.5731863379478455,0.014024301432073116,0.0,5.688958644866943
,4,,0.1739608645439148,0.1739608645439148,0.014067647978663445,0.0,5.270321846008301
980,0,0,-1.0847374200820923,-1.0847374200820923,0.013751079328358173,0.0,4.578397274017334
980,0,1,-1.1897903680801392,-1.1897903680801392,0.014713695272803307,0.0,5.811150074005127
980,0,2,0.06910667568445206,0.06910667568445206,0.014121132902801037,0.0,7.007843971252441
980,0,3,-1.1077653169631958,-1.1077653169631958,0.013533955439925194,0.0,5.641579627990723
980,0,4,-0.028098681941628456,-0.028098681941628456,0.014034050516784191,0.0,6.4635772705078125
980,0,5,0.3735697269439697,0.3735697269439697,0.014878046698868275,0.0,6.403348445892334
980,0,6,2.4391493797302246,0.4391494691371918,0.978756308555603,1.0,7.002102851867676
980,0,7,0.11011584848165512,0.11011584848165512,0.012590241618454456,0.0,5.400119781494141
980,0,8,0.37951624393463135,0.37951624393463135,0.014682481996715069,0.0,6.792274475097656
980,0,9,0.28011006116867065,0.28011006116867065,0.014688568189740181,0.0,5.079813003540039
980,0,10,0.5470186471939087,0.5470186471939087,0.01276868674904108,0.0,6.761313438415527
980,0,11,0.013296322897076607,0.013296322897076607,0.014389238320291042,0.0,6.429655075073242
980,0,12,2.63702130317688,0.6370213031768799,0.9870254397392273,1.0,5.994614601135254
980,0,13,-0.22713321447372437,-0.22713321447372437,0.0140264593064785,0.0,5.7996368408203125
980,0,14,0.3801337778568268,0.3801337778568268,0.013815723359584808,0.0,6.079281806945801
980,0,15,0.6417402625083923,0.6417402625083923,0.012889458797872066,0.0,6.345920562744141
980,0,16,0.46783605217933655,0.46783605217933655,0.012338314205408096,0.0,5.954171180725098
980,0,17,0.028455112129449844,0.028455112129449844,0.013871649280190468,0.0,6.140483379364014
980,0,18,0.09996221959590912,0.09996221959590912,0.012744204141199589,0.0,6.06218147277832
980,0,19,-0.9386398196220398,-0.9386398196220398,0.012688870541751385,0.0,5.895784854888916
980,1,0,-0.8083405494689941,-0.8083405494689941,0.013233852572739124,0.0,5.06035041809082
980,1,1,-0.5301048159599304,-0.5301048159599304,0.013131190091371536,0.0,6.132597923278809
980,1,2,-0.09660309553146362,-0.09660309553146362,0.018409430980682373,0.0,5.660991191864014
980,1,3,-0.10588151216506958,-0.10588151216506958,0.012934942729771137,0.0,6.22224235534668
980,1,4,-0.8250942230224609,-0.8250942230224609,0.013626704923808575,0.0,6.673182964324951
980,1,5,3.2220122814178467,1.2220122814178467,0.9847250580787659,1.0,6.186699867248535
980,1,6,-0.8391116261482239,-0.8391116261482239,0.02362244576215744,0.0,4.30753231048584
980,1,7,0.36808720231056213,0.36808720231056213,0.012959633953869343,0.0,7.086953639984131
980,1,8,-1.4707729816436768,-1.4707729816436768,0.012374083511531353,0.0,4.915074348449707
980,1,9,-0.4045020341873169,-0.4045020341873169,0.013027355074882507,0.0,5.798511505126953
980,1,10,1.6409848928451538,-0.3590151369571686,0.9858853816986084,1.0,6.864773750305176
980,1,11,1.1338069438934326,-0.8661929965019226,0.9836048483848572,1.0,5.582156181335449
980,1,12,0.14145828783512115,0.14145828783512115,0.013407470658421516,0.0,5.98802375793457
980,1,13,0.31410059332847595,0.31410059332847595,0.012449037283658981,0.0,5.5731377601623535
980,1,14,-0.4376752972602844,-0.4376752972602844,0.012962647713720798,0.0,5.736416816711426
980,1,15,-0.47201812267303467,-0.47201812267303467,0.013594255782663822,0.0,6.460437297821045
980,1,16,0.657232940196991,0.657232940196991,0.013938174583017826,0.0,5.350750923156738
980,1,17,0.8430012464523315,0.8430012464523315,0.012300699017941952,0.0,5.779090881347656
980,1,18,2.566692352294922,0.5666922330856323,0.9718091487884521,1.0,6.4794721603393555
980,1,19,-0.24667036533355713,-0.24667036533355713,0.012661360204219818,0.0,5.301230430603027
980,2,0,-0.39702969789505005,-0.39702969789505005,0.01858198456466198,0.0,6.330384254455566
980,2,1,-0.5158782005310059,-0.5158782005310059,0.01232918817549944,0.0,6.127604961395264
980,2,2,-0.48780760169029236,-0.48780760169029236,0.013745371252298355,0.0,5.059340476989746
980,2,3,2.248788833618164,0.24878889322280884,0.987109899520874,1.0,5.497017860412598
980,2,4,0.30844205617904663,0.30844205617904663,0.014089595526456833,0.0,5.598391532897949
980,2,5,0.2863300144672394,0.2863300144672394,0.012716138735413551,0.0,6.513528823852539
980,2,6,-1.0340157747268677,-1.0340157747268677,0.013207140378654003,0.0,6.169772148132324
980,2,7,0.047815658152103424,0.047815658152103424,0.013842672109603882,0.0,5.803945541381836
980,2,8,2.3262827396392822,0.3262827694416046,0.9214722514152527,1.0,5.759410858154297
980,2,9,2.9381284713745117,0.9381283521652222,0.9865744709968567,1.0,5.870418548583984
980,2,10,2.716094970703125,0.7160950303077698,0.983544647693634,1.0,7.020210266113281
980,2,11,0.10530520230531693,0.10530520230531693,0.01275539305061102,0.0,6.10673189163208
980,2,12,-0.33856552839279175,-0.33856552839279175,0.012983414344489574,0.0,6.038121223449707
980,2,13,-1.2360678911209106,-1.2360678911209106,0.013980022631585598,0.0,5.773429870605469
980,2,14,-0.22878052294254303,-0.22878052294254303,0.01369288470596075,0.0,5.969758033752441
980,2,15,0.3792916238307953,0.3792916238307953,0.01652170903980732,0.0,5.753662109375
980,2,16,0.4070114195346832,0.4070114195346832,0.012419385835528374,0.0,6.527020454406738
980,2,17,-1.04635751247406,-1.04635751247406,0.013610243797302246,0.0,5.60247802734375
980,2,18,-0.3754580616950989,-0.3754580616950989,0.01209627091884613,0.0,7.018136024475098
980,2,19,0.5162003040313721,0.5162003040313721,0.012421444989740849,0.0,5.542570114135742
980,3,0,0.2545420527458191,0.2545420527458191,0.01582993008196354,0.0,5.744739055633545
980,3,1,-0.5929476022720337,-0.5929476022720337,0.014495336450636387,0.0,5.43144416809082
980,3,2,-0.46217307448387146,-0.46217307448387146,0.013710083439946175,0.0,6.098992347717285
980,3,3,-0.306928426027298,-0.306928426027298,0.013554252684116364,0.0,5.819544792175293
980,3,4,-0.9076454639434814,-0.9076454639434814,0.013551142998039722,0.0,6.40976619720459
980,3,5,1.6840720176696777,-0.3159279525279999,0.9825217723846436,1.0,7.212698936462402
980,3,6,0.05890369787812233,0.05890369787812233,0.013252395205199718,0.0,6.2502360343933105
980,3,7,-0.08178435266017914,-0.08178435266017914,0.013201337307691574,0.0,5.571767807006836
980,3,8,-0.8295937776565552,-0.8295937776565552,0.01317225955426693,0.0,5.778435707092285
980,3,9,2.4416487216949463,0.4416486322879791,0.9848361611366272,1.0,5.656818389892578
980,3,10,-0.6700299978256226,-0.6700299978256226,0.015666861087083817,0.0,5.908132076263428
980,3,11,-0.5623465180397034,-0.5623465180397034,0.013898215256631374,0.0,6.135896682739258
980,3,12,-0.12702909111976624,-0.12702909111976624,0.022546330466866493,0.0,5.372824668884277
980,3,13,-1.2897140979766846,-1.2897140979766846,0.014370288699865341,0.0,6.083828926086426
980,3,14,0.4136441648006439,0.4136441648006439,0.012861059047281742,0.0,6.275457382202148
980,3,15,0.23579567670822144,0.23579567670822144,0.013688703998923302,0.0,5.500073432922363
980,3,16,2.742344379425049,0.7423442602157593,0.9830066561698914,1.0,6.492709159851074
980,3,17,-1.3742616176605225,-1.3742616176605225,0.01247917115688324,0.0,5.534982681274414
980,3,18,-1.1494431495666504,-1.1494431495666504,0.01723192259669304,0.0,5.291867256164551
980,3,19,1.21365487575531,-0.7863451242446899,0.9853106737136841,1.0,4.80008602142334
980,4,0,-0.6650847792625427,-0.6650847792625427,0.012470265850424767,0.0,5.062393665313721
980,4,1,0.24461479485034943,0.24461479485034943,0.012514318339526653,0.0,5.391104221343994
980,4,2,0.3297598958015442,0.3297598958015442,0.012722432613372803,0.0,6.500453948974609
980,4,3,0.114668108522892,0.114668108522892,0.01299084722995758,0.0,6.8297529220581055
980,4,4,0.14458653330802917,0.14458653330802917,0.01318445149809122,0.0,5.656474590301514
980,4,5,0.7560728788375854,0.7560728788375854,0.012170284986495972,0.0,6.040047645568848
980,4,6,0.43695947527885437,0.43695947527885437,0.013138306327164173,0.0,6.002841949462891
980,4,7,-1.178588628768921,-1.178588628768921,0.015115131624042988,0.0,5.596319198608398
980,4,8,0.48038792610168457,0.48038792610168457,0.012403839267790318,0.0,5.727911472320557
980,4,9,2.48494815826416,0.48494821786880493,0.9862802028656006,1.0,7.536987781524658
