label,metric,metric_label,iteration,mean,std
Variance x SNR,train/ir_person,ImageReward,85,1.506151258945465,0.07643932104110718
Variance x SNR,train/ir_person,ImageReward,86,1.5463813543319702,0.06792879104614258
Variance x SNR,train/ir_person,ImageReward,87,1.5330256223678589,0.04703414440155029
Variance x SNR,train/ir_person,ImageReward,88,1.5563228726387024,0.02482837438583374
Variance x SNR,train/ir_person,ImageReward,89,1.5557464361190796,0.013438582420349121
Variance x SNR,train/ir_person,ImageReward,90,1.5611567497253418,0.03477311134338379
Variance x SNR,train/ir_person,ImageReward,91,1.583017885684967,0.03144139051437378
Variance x SNR,train/ir_person,ImageReward,92,1.5996707081794739,0.023101508617401123
Variance x SNR,train/ir_person,ImageReward,93,1.6059761047363281,0.036534905433654785
Variance x SNR,train/ir_person,ImageReward,94,1.6307247877120972,0.032524704933166504
Variance x SNR,train/ir_person,ImageReward,95,1.6263368725776672,0.0324440598487854
Variance x SNR,train/ir_person,ImageReward,96,1.639129102230072,0.03130084276199341
Variance x SNR,train/ir_person,ImageReward,97,1.653914451599121,0.023327946662902832
Variance x SNR,train/ir_person,ImageReward,98,1.65521901845932,0.01894587278366089
Variance x SNR,train/ir_person,ImageReward,99,1.653860092163086,0.03708791732788086
Variance x SNR,train/aesthetics_score,Aesthetic,0,6.065355539321899,0.03359818458557129
Variance x SNR,train/aesthetics_score,Aesthetic,1,5.990839242935181,0.04336953163146973
Variance x SNR,train/aesthetics_score,Aesthetic,2,6.009239673614502,0.07571268081665039
Variance x SNR,train/aesthetics_score,Aesthetic,3,5.897458791732788,0.10082602500915527
Variance x SNR,train/aesthetics_score,Aesthetic,4,6.004262208938599,0.05321049690246582
Variance x SNR,train/aesthetics_score,Aesthetic,5,6.015671014785767,0.07167220115661621
Variance x SNR,train/aesthetics_score,Aesthetic,6,6.027585744857788,0.0006706714630126953
Variance x SNR,train/aesthetics_score,Aesthetic,7,5.977128267288208,0.02347588539123535
Variance x SNR,train/aesthetics_score,Aesthetic,8,6.0552308559417725,0.07314944267272949
Variance x SNR,train/aesthetics_score,Aesthetic,9,6.149504899978638,0.030702829360961914
Variance x SNR,train/aesthetics_score,Aesthetic,10,6.270558595657349,0.02803778648376465
Variance x SNR,train/aesthetics_score,Aesthetic,11,6.175442934036255,0.037698984146118164
Variance x SNR,train/aesthetics_score,Aesthetic,12,6.242277145385742,0.025767803192138672
Variance x SNR,train/aesthetics_score,Aesthetic,13,6.121140480041504,0.05204296112060547
