timestep,image_idx,sample_idx,reward,ir_person,sex_score,sex_score_binary,aesthetics_score
,0,,0.9631354808807373,0.9631354808807373,0.012495717033743858,0.0,5.249411582946777
,1,,2.5687084197998047,0.5687085390090942,0.9841453433036804,1.0,6.8752288818359375
,2,,-1.2172598838806152,-1.2172598838806152,0.013703680597245693,0.0,5.782727241516113
,3,,0.46139973402023315,0.46139973402023315,0.01363427098840475,0.0,5.432456016540527
,4,,0.330374538898468,0.330374538898468,0.014925427734851837,0.0,6.58296012878418
980,0,0,-0.23080851137638092,-0.23080851137638092,0.012360943481326103,0.0,6.431488990783691
980,0,1,0.28315508365631104,0.28315508365631104,0.012352832593023777,0.0,5.42537260055542
980,0,2,0.4965320825576782,0.4965320825576782,0.014359891414642334,0.0,6.799610614776611
980,0,3,-0.5929819345474243,-0.5929819345474243,0.012565977871418,0.0,5.652229309082031
980,0,4,0.007110334932804108,0.007110334932804108,0.014424988999962807,0.0,4.736795425415039
980,0,5,-0.09482265263795853,-0.09482265263795853,0.01569577306509018,0.0,6.412136077880859
980,0,6,0.2428293228149414,0.2428293228149414,0.01273210346698761,0.0,5.591926097869873
980,0,7,-0.8326252102851868,-0.8326252102851868,0.013123869895935059,0.0,4.8262104988098145
980,0,8,0.44934993982315063,0.44934993982315063,0.012655668891966343,0.0,6.317807197570801
980,0,9,0.1483345627784729,0.1483345627784729,0.014649620279669762,0.0,5.309584140777588
980,0,10,-0.9394679665565491,-0.9394679665565491,0.012961720116436481,0.0,6.369450569152832
980,0,11,0.169777050614357,0.169777050614357,0.012898573651909828,0.0,6.807400703430176
980,0,12,-0.3806295394897461,-0.3806295394897461,0.014160392805933952,0.0,6.521042823791504
980,0,13,-0.13554681837558746,-0.13554681837558746,0.012474647723138332,0.0,5.752577304840088
980,0,14,0.3808257281780243,0.3808257281780243,0.012650874443352222,0.0,5.958398818969727
980,0,15,-0.5348813533782959,-0.5348813533782959,0.013356837444007397,0.0,5.901889801025391
980,0,16,-0.6797904968261719,-0.6797904968261719,0.013136791065335274,0.0,5.86598014831543
980,0,17,-0.10863222181797028,-0.10863222181797028,0.01428182702511549,0.0,5.834622383117676
980,0,18,0.3982383906841278,0.3982383906841278,0.015128085389733315,0.0,6.425949573516846
980,0,19,-0.28247344493865967,-0.28247344493865967,0.016526194289326668,0.0,6.350123405456543
980,1,0,0.6292930841445923,0.6292930841445923,0.014659852720797062,0.0,6.46934700012207
980,1,1,0.5472168922424316,0.5472168922424316,0.012796420603990555,0.0,5.4102702140808105
980,1,2,0.1938672959804535,0.1938672959804535,0.014174110256135464,0.0,6.716848373413086
980,1,3,1.7129226922988892,-0.28707727789878845,0.9852182269096375,1.0,6.528189659118652
980,1,4,1.866356611251831,-0.13364338874816895,0.9853426218032837,1.0,6.241641044616699
980,1,5,-0.38988634943962097,-0.38988634943962097,0.013130782172083855,0.0,5.87162971496582
980,1,6,-0.011557858437299728,-0.011557858437299728,0.013516454957425594,0.0,6.024249076843262
980,1,7,0.03524542972445488,0.03524542972445488,0.013641517609357834,0.0,6.595567226409912
980,1,8,-0.34412750601768494,-0.34412750601768494,0.013405770994722843,0.0,6.308245658874512
980,1,9,0.7274612188339233,0.7274612188339233,0.01331790816038847,0.0,6.891054630279541
