,epoch,batch,group,sample,step,log_prob_new,log_prob_old,importance_ratio,clipped_ratio,kl_loss,reward,advantage,loss_clip,loss_base,loss_total,gradient,sampling_epoch
0,0,0,0,0,tensor(980),-7.972900390625,-7.972900390625,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.06176649523301772,0
1,0,0,0,0,tensor(960),-7.932650566101074,-7.932650566101074,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.12168081300659189,0
2,0,0,0,0,tensor(940),-7.956978797912598,-7.956978797912598,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.18018879444192185,0
3,0,0,0,0,tensor(920),-7.948795318603516,-7.948795318603516,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.2377485920972797,0
4,0,0,0,0,tensor(900),-7.971446514129639,-7.971446514129639,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.2944777673084152,0
5,0,0,0,0,tensor(880),-8.002297401428223,-8.002297401428223,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.35013141403798254,0
6,0,0,0,0,tensor(860),-7.980916500091553,-7.980916500091553,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.40461679396102856,0
7,0,0,0,0,tensor(840),-8.000028610229492,-8.000028610229492,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.4582048944180355,0
8,0,0,0,0,tensor(820),-7.957036972045898,-7.957036972045898,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.5095663828289012,0
9,0,0,0,0,tensor(800),-7.938509941101074,-7.938509941101074,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.5594895293852388,0
10,0,0,0,0,tensor(780),-8.006366729736328,-8.006366729736328,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.6091932871202974,0
11,0,0,0,0,tensor(760),-7.981990814208984,-7.981990814208984,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.6571758562087857,0
12,0,0,0,0,tensor(740),-7.972633361816406,-7.972633361816406,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.704809271991261,0
13,0,0,0,0,tensor(720),-7.967990398406982,-7.967990398406982,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.7521293545452673,0
14,0,0,0,0,tensor(700),-7.973927974700928,-7.973927974700928,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.798409232532927,0
15,0,0,0,0,tensor(680),-7.959733486175537,-7.959733486175537,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.8430371453973855,0
16,0,0,0,0,tensor(660),-7.894023895263672,-7.894023895263672,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.8864279444156672,0
17,0,0,0,0,tensor(640),-8.026782989501953,-8.026782989501953,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.9302823409536803,0
18,0,0,0,0,tensor(620),-7.996708869934082,-7.996708869934082,1.0,1.0,0.0,1.9719111919403076,1.0954371690750122,1.0954371690750122,-1.0954371690750122,-0.21908743679523468,0.9731783863308303,0
