timestep,metric,avg_deviation,variance,d_avg_deviation_diff,d_variance_diff,d_avg_deviation_grad,d_variance_grad
340,aesthetics_score,0.3574403774738312,0.10208215286677895,-0.00040560811758041384,0.0002831761365774399,-5.2224785089492745e-05,-0.0004040371456971958
360,aesthetics_score,0.3493282151222229,0.10774567559832775,0.001152433276176451,0.0009248205711203071,0.0003734125792980186,0.0006039983538488735
380,aesthetics_score,0.3723768806457519,0.1262420870207339,0.0004593354463577282,0.0003377961475675914,0.0008058843612670896,0.0006313083593439493
400,aesthetics_score,0.3815635895729065,0.13299800997208572,-0.00012927067279815962,0.00033342865340317134,0.00016503238677978427,0.0003356124004853814
420,aesthetics_score,0.3789781761169433,0.13966658304014914,0.0008949346542358405,0.0004247991819887234,0.00038283199071884044,0.0003791139176959474
440,aesthetics_score,0.3968768692016601,0.1481625666799236,-0.0003838196992874132,-0.00030693522200270635,0.00025555747747421366,5.893197999300853e-05
460,aesthetics_score,0.38920047521591183,0.14202386223986949,2.004742622375433e-05,0.0003950468432642712,-0.00018188613653182943,4.405581063078243e-05
480,aesthetics_score,0.3896014237403869,0.1499247991051549,0.0016627331376075777,0.0011492663785224913,0.000841390281915666,0.0007721566108933812
500,aesthetics_score,0.4228560864925385,0.17291012667560474,0.0006906774044036834,7.057612803885726e-05,0.0011767052710056306,0.0006099212532806742
520,aesthetics_score,0.43666963458061214,0.17432164923638188,-0.0015205644965171794,0.00023026879751356365,-0.00041494354605674797,0.00015042246277621046
540,aesthetics_score,0.40625834465026855,0.17892702518665315,0.001904013574123381,0.0005947808643549212,0.00019172453880310082,0.00041252483093424247
560,aesthetics_score,0.4443386161327362,0.19082264247375158,0.0007760421037673937,0.00018874031526576324,0.0013400278389453873,0.0003917605898103423
580,aesthetics_score,0.45985945820808405,0.19459744877906685,0.0004058273434638965,0.0008983374609562265,0.000590934723615645,0.0005435388881109948
600,aesthetics_score,0.467976005077362,0.21256419799819137,0.0008598804473876953,0.0008789218086228429,0.0006328538954257959,0.0008886296347895347
620,aesthetics_score,0.4851736140251159,0.23014263417064823,0.0009356502890586899,0.0003726711145056544,0.0008977653682231926,0.0006257964615642486
640,aesthetics_score,0.5038866198062897,0.23759605646076132,0.0009620223641395587,-0.00024643142309760667,0.0009488363265991243,6.311984570402385e-05
660,aesthetics_score,0.5231270670890809,0.23266742799880918,0.0004608675241470239,0.0030822244903549846,0.0007114449441432913,0.0014178965336286888
680,aesthetics_score,0.5323444175720213,0.2943119178059089,0.0003736507892608709,-0.0010385906370567772,0.0004172591567039474,0.0010218169266491036
700,aesthetics_score,0.5398174333572388,0.27354010506477333,0.0005631437897682168,0.001631540217055563,0.00046839728951454386,0.000296474789999393
720,aesthetics_score,0.5510803091526031,0.3061709094058846,0.0021262944936752347,1.305114487154535e-06,0.0013447191417217258,0.0008164226657713589
740,aesthetics_score,0.5936061990261078,0.3061970116956277,-0.001355685174465182,0.000794592988701473,0.00038530465960502636,0.00039794905159431376
760,aesthetics_score,0.5664924955368041,0.32208887146965715,0.0013452562689781177,0.0007151004763603197,-5.214452743532161e-06,0.0007548467325308964
780,aesthetics_score,0.5933976209163665,0.33639088099686354,0.0006661836206912963,-0.001052202982480152,0.001005719944834707,-0.0001685512530599162
800,aesthetics_score,0.6067212933301924,0.3153468213472605,0.0018772568404674616,0.0027566074132495677,0.001271720230579379,0.0008522022153847078
820,aesthetics_score,0.6442664301395417,0.37047896961225185,0.0010944850444793708,-3.574284765023306e-07,0.0014858709424734162,0.0013781249923865326
840,aesthetics_score,0.6661561310291291,0.3704718210427218,0.00029023486375808204,0.0008326780269880707,0.0006923599541187264,0.00041616029925578416
860,aesthetics_score,0.6719608283042907,0.3871253815824832,0.0003272479176521292,0.0001314868982802836,0.00030874139070510566,0.00048208246263417717
880,aesthetics_score,0.6785057866573333,0.3897551195480889,-0.0022285598516464224,0.0005690930187044002,-0.0009506559669971465,0.0003502899584923419
900,aesthetics_score,0.6339345896244049,0.4011369799221769,0.002895477235317229,0.0003420355309255163,0.0003334586918354032,0.00045556427481495827
920,aesthetics_score,0.6918441343307494,0.4079776905406872,-0.0029012349247932332,-0.0029607409277847664,-2.878844738002373e-06,-0.001309352698429625
940,aesthetics_score,0.6338194358348848,0.3487628719849919,0.003125150203704824,0.001219674743302751,0.0001119576394557953,-0.0008705330922410076
960,aesthetics_score,0.6963224399089812,0.3731563668510469,-0.0022455891370773305,0.0010714045493116996,0.00043978053331374665,0.0011455396463072253
980,aesthetics_score,0.6514106571674346,0.3945844578372809,,,-0.0022455891370773305,0.0010714045493116996
