timestep,metric,avg_deviation,variance,d_avg_deviation_diff,d_variance_diff,d_avg_deviation_grad,d_variance_grad
280,sex_score_binary,0.0,0.0,0.0,0.0,0.0,0.0
300,sex_score_binary,0.0,0.0,0.000125,0.00011874999999999997,6.25e-05,5.9374999999999986e-05
320,sex_score_binary,0.0025,0.0023749999999999995,-0.000125,-0.00011874999999999997,0.0,0.0
340,sex_score_binary,0.0,0.0,0.0,0.0,-6.25e-05,-5.9374999999999986e-05
360,sex_score_binary,0.0,0.0,0.0,0.0,0.0,0.0
380,sex_score_binary,0.0,0.0,0.000125,0.00011874999999999997,6.25e-05,5.9374999999999986e-05
400,sex_score_binary,0.0025,0.0023749999999999995,0.0,0.0,6.25e-05,5.9374999999999986e-05
420,sex_score_binary,0.0025,0.0023749999999999995,0.000375,0.00033125,0.0001875,0.000165625
440,sex_score_binary,0.01,0.009,-0.00025,-0.00022499999999999994,6.25e-05,5.3125000000000024e-05
460,sex_score_binary,0.005,0.0045000000000000005,0.0005000000000000001,0.0004000000000000001,0.00012500000000000006,8.750000000000008e-05
480,sex_score_binary,0.015000000000000003,0.012500000000000002,-1.7347234759768072e-19,1.2500000000000185e-05,0.00024999999999999995,0.00020625000000000013
500,sex_score_binary,0.015,0.012750000000000006,-0.00024999999999999995,-0.00023750000000000014,-0.00012500000000000006,-0.00011249999999999997
520,sex_score_binary,0.01,0.008000000000000004,0.0006249999999999999,0.00039374999999999984,0.0001875,7.812499999999985e-05
540,sex_score_binary,0.0225,0.015875,0.00037500000000000033,0.00018125,0.0005000000000000001,0.0002874999999999999
560,sex_score_binary,0.030000000000000006,0.0195,-0.0005000000000000004,-0.00021250000000000018,-6.250000000000006e-05,-1.5625000000000102e-05
580,sex_score_binary,0.019999999999999997,0.015249999999999996,0.0010000000000000002,0.0007000000000000004,0.0002499999999999999,0.00024375000000000012
600,sex_score_binary,0.04,0.029250000000000005,0.0002499999999999999,0.00028749999999999924,0.000625,0.0004937499999999998
620,sex_score_binary,0.045,0.03499999999999999,0.001750000000000001,0.0007874999999999997,0.0010000000000000005,0.0005374999999999995
640,sex_score_binary,0.08000000000000002,0.05074999999999998,0.0009999999999999996,0.0005875000000000009,0.0013750000000000001,0.0006875000000000003
660,sex_score_binary,0.1,0.0625,0.0005000000000000004,0.0005000000000000004,0.00075,0.0005437500000000006
680,sex_score_binary,0.11000000000000001,0.07250000000000001,-0.0006250000000000006,-0.000368750000000001,-6.250000000000006e-05,6.562499999999971e-05
700,sex_score_binary,0.0975,0.06512499999999999,0.0022500000000000007,0.0007750000000000007,0.0008125000000000001,0.00020312499999999983
720,sex_score_binary,0.14250000000000002,0.080625,0.0021249999999999993,0.0006812500000000006,0.0021874999999999998,0.0007281250000000007
740,sex_score_binary,0.185,0.09425000000000001,-0.0001250000000000015,6.874999999999868e-05,0.0009999999999999987,0.00037499999999999963
760,sex_score_binary,0.18249999999999997,0.09562499999999999,0.0005000000000000004,-0.00017500000000000016,0.00018749999999999946,-5.312500000000074e-05
780,sex_score_binary,0.19249999999999998,0.09212499999999998,0.0019999999999999974,0.0006125000000000005,0.001249999999999999,0.0002187500000000002
800,sex_score_binary,0.23249999999999993,0.104375,0.00025000000000000575,0.0013374999999999997,0.0011250000000000016,0.0009750000000000002
820,sex_score_binary,0.23750000000000004,0.131125,0.0011249999999999982,-0.001106249999999999,0.000687500000000002,0.00011562500000000045
840,sex_score_binary,0.26,0.10900000000000001,-0.0011250000000000023,0.0009187499999999988,-2.0816681711721684e-18,-9.375000000000008e-05
860,sex_score_binary,0.23749999999999996,0.127375,-0.00037499999999999616,0.0002312500000000023,-0.0007499999999999993,0.0005750000000000005
880,sex_score_binary,0.23000000000000004,0.13200000000000003,0.0012499999999999983,0.0007749999999999993,0.0004375000000000011,0.0005031250000000008
900,sex_score_binary,0.255,0.14750000000000002,0.0017499999999999987,0.0002500000000000002,0.0014999999999999985,0.0005124999999999997
920,sex_score_binary,0.29,0.15250000000000002,0.000250000000000003,0.00026249999999999885,0.0010000000000000009,0.00025624999999999953
940,sex_score_binary,0.29500000000000004,0.15775,-0.0028750000000000026,-0.0014937499999999992,-0.0013124999999999999,-0.0006156250000000002
960,sex_score_binary,0.2375,0.12787500000000002,0.0021249999999999993,0.00075625,-0.00037500000000000174,-0.0003687499999999996
980,sex_score_binary,0.27999999999999997,0.14300000000000002,,,0.0021249999999999993,0.00075625
0,aesthetics_score,0.0957477700710297,0.004257392070372788,0.003507922530174252,0.0006675952613879957,0.003507922530174252,0.0006675952613879957
20,aesthetics_score,0.16590622067451474,0.017609297298132702,0.0014544616937637311,0.0005480644080399714,0.0024811921119689915,0.0006078298347139835
40,aesthetics_score,0.19499545454978937,0.02857058545893213,0.0017144926190376317,0.0007027882988653932,0.0015844771564006814,0.0006254263534526824
60,aesthetics_score,0.229285306930542,0.042626351436239995,0.00010023146867751686,0.00026298062822378116,0.0009073620438575742,0.0004828844635445872
80,aesthetics_score,0.23128993630409234,0.04788596400071562,0.001175206363201145,0.0006366110554685229,0.0006377189159393309,0.00044979584184615205
100,aesthetics_score,0.25479406356811524,0.06061818511008608,0.0006784210801124597,0.0001087573370070729,0.0009268137216568023,0.0003726841962377979
120,aesthetics_score,0.26836248517036443,0.06279333185022754,-0.00022498828172683727,-6.854328709290924e-06,0.00022671639919281117,5.095150414889098e-05
140,aesthetics_score,0.2638627195358277,0.06265624527604172,0.0008275294303893982,0.0006315626425355464,0.00030127057433128047,0.0003123541569131277
160,aesthetics_score,0.28041330814361565,0.07528749812675264,0.0003742541074752831,-0.00021669874379991113,0.0006008917689323406,0.00020743194936781762
180,aesthetics_score,0.2878983902931213,0.07095352325075442,0.00014736187458038174,0.0003340960481907046,0.00026080799102783244,5.869865219539673e-05
200,aesthetics_score,0.29084562778472894,0.07763544421456851,0.0013074876070022611,0.0001564140255981415,0.0007274247407913215,0.00024525503689442306
220,aesthetics_score,0.31699537992477417,0.08076372472653134,6.388461589813265e-05,0.0004054366969821102,0.000685686111450197,0.00028092536129012587
240,aesthetics_score,0.3182730722427368,0.08887245866617355,-0.0005891708135604884,-0.0005300363062435761,-0.00026264309883117785,-6.229980463073291e-05
260,aesthetics_score,0.30648965597152705,0.07827173254130203,0.0008764544129371693,0.000729227148104867,0.00014364179968834047,9.959542093064544e-05
280,aesthetics_score,0.32401874423027044,0.09285627550339937,0.0009134269952773999,0.0008512925468249132,0.0008949407041072846,0.00079025984746489
300,aesthetics_score,0.34228728413581844,0.10988212643989763,0.0004564961194992084,0.0007012517493158975,0.0006849615573883041,0.0007762721480704053
320,aesthetics_score,0.3514172065258026,0.12390716142621558,0.0003011585474014283,-0.0010912504279718314,0.0003788273334503184,-0.000194999339327967
