grad_inc_std/t=0,grad_inc_std/t=1,grad_inc_std/t=2,grad_inc_std/t=3,grad_inc_std/t=4,grad_inc_std/t=5,grad_inc_std/t=6,grad_inc_std/t=7,grad_inc_std/t=8,grad_inc_std/t=9,grad_inc_std/t=10,grad_inc_std/t=11,grad_inc_std/t=12,grad_inc_std/t=13,grad_inc_std/t=14,grad_inc_std/t=15,grad_inc_std/t=16,grad_inc_std/t=17,grad_inc_std/t=18,grad_inc_std/t=19,grad_inc_std/t=20,grad_inc_std/t=21,grad_inc_std/t=22,grad_inc_std/t=23,grad_inc_std/t=24,grad_inc_std/t=25,grad_inc_std/t=26,grad_inc_std/t=27,grad_inc_std/t=28,grad_inc_std/t=29,grad_inc_std/t=30,grad_inc_std/t=31,grad_inc_std/t=32,grad_inc_std/t=33,grad_inc_std/t=34,grad_inc_std/t=35,grad_inc_std/t=36,grad_inc_std/t=37,grad_inc_std/t=38,grad_inc_std/t=39,grad_inc_std/t=40,grad_inc_std/t=41,grad_inc_std/t=42,grad_inc_std/t=43,grad_inc_std/t=44,grad_inc_std/t=45,grad_inc_std/t=46,grad_inc_std/t=47
8.218427922975963e-09,8.068660769202417e-09,1.0199709885061316e-08,8.222354045307714e-09,9.426158887482167e-09,6.895125901743067e-09,9.509251293626954e-09,9.134143175371829e-09,8.642616699400422e-09,8.965536869976108e-09,6.2613306543298944e-09,7.65586808910345e-09,8.046022975198652e-09,1.1022580739968223e-08,7.592227495086169e-09,7.361738184852399e-09,7.740710750431667e-09,8.023038995927647e-09,9.080307419440833e-09,8.087224861828489e-09,8.892519332511892e-09,8.802201480938264e-09,6.5935042047722756e-09,7.10766482201334e-09,1.061063744659099e-08,6.965935085309369e-09,8.429676035314573e-09,7.193948662089353e-09,5.958272326210929e-09,6.182191905411326e-09,6.470028494491388e-09,9.076512781870961e-09,9.270476163614485e-09,6.8248031685317334e-09,6.86957522032213e-09,5.7648765562193115e-09,7.53453101684104e-09,8.675609202011439e-09,8.651723637215292e-09,7.14517875412369e-09,8.554285151695713e-09,1.2901550562724468e-08,9.291518311177735e-09,1.1434950282247538e-08,1.3865245349073652e-08,1.4043766918401543e-08,2.2626861454734177e-08,2.9698238382330336e-08
2.598178765753719e-08,2.7465076082292416e-08,2.7837529867205546e-08,3.041574902348742e-08,2.5018389465821456e-08,2.4559078527292333e-08,2.7482555676058562e-08,2.3292589149548633e-08,1.900319109886427e-08,2.5274422815626998e-08,2.4749345269136354e-08,3.430124275616647e-08,2.3507448076139733e-08,2.6902988834274688e-08,2.7906006240539014e-08,2.0404332659768685e-08,2.4715768875546406e-08,2.0775703356092643e-08,2.0877784867136388e-08,2.2315876905741075e-08,2.444087529494288e-08,1.6553320913055177e-08,2.8799624418027315e-08,1.7131604665015033e-08,2.4451315685013623e-08,2.3818117433408356e-08,1.9066096332354805e-08,2.2198620356014986e-08,2.053149184893038e-08,1.7769109406133793e-08,1.8214351132430765e-08,1.9117994126495236e-08,1.9173067712603912e-08,1.9114878133617413e-08,2.261782716153835e-08,1.908443991663605e-08,1.88553341954249e-08,1.9926571274812126e-08,2.2002998738555212e-08,2.3111760085187647e-08,2.825614049009381e-08,2.702998492727171e-08,2.9004868969062253e-08,3.1867754500478025e-08,4.7668309249745464e-08,5.0398319082940545e-08,5.4468165873387753e-08,8.54206770554085e-08
2.3627846530158728e-08,3.645775305017033e-08,2.3376600446553764e-08,2.5472395014396018e-08,2.186119245872811e-08,2.2202994150041744e-08,3.2490975085135154e-08,2.7733349353247553e-08,2.688821065949546e-08,2.1118367257251426e-08,1.9216384353889103e-08,2.443013028992431e-08,3.063529500517801e-08,2.489707688393436e-08,2.0982017126985404e-08,2.4340380873371857e-08,2.0565193765867197e-08,1.7942979948412978e-08,2.181325728464848e-08,2.7228966993804567e-08,1.876362575075116e-08,2.1042918469367554e-08,1.6904734770923546e-08,1.6619085498126377e-08,2.0084027891483673e-08,2.719306449439584e-08,1.5688241715018742e-08,2.538660271937964e-08,2.0583591794601654e-08,1.507580746182444e-08,1.727450626238714e-08,1.7169025668472613e-08,1.914478586787923e-08,1.6254514834650602e-08,1.8548629529835193e-08,1.6657393119829064e-08,2.128490058088295e-08,1.8885200982198456e-08,1.7071148804015938e-08,1.8488230718633556e-08,2.1967005902705603e-08,2.9812062990049156e-08,2.6609155884991147e-08,2.736431095576941e-08,4.4665882420549476e-08,3.7119189338704064e-08,4.985803212463071e-08,8.97326846973741e-08
3.800693747823951e-08,2.98785031232787e-08,2.8488688119564078e-08,2.015560915023784e-08,2.93668146042362e-08,2.2797814275530603e-08,2.479247889309049e-08,2.4227626422129e-08,2.5273115039843723e-08,2.9272419114319637e-08,2.540860438591886e-08,2.1203796274460973e-08,2.6077022006706462e-08,3.1189495021826025e-08,2.7393331799836522e-08,1.7237513839632495e-08,1.817560690281183e-08,2.7102305412208086e-08,2.2286114441094388e-08,2.387712082718143e-08,1.9500170555611272e-08,2.0639183298231307e-08,3.039987442116457e-08,1.845476694158415e-08,1.7060167869594675e-08,4.080665979866301e-08,2.7978169290304222e-08,1.6437877360918378e-08,1.7797141629763367e-08,2.0596346747876355e-08,2.850217524646774e-08,1.9416101653147105e-08,2.398721269440673e-08,1.8776431480425174e-08,2.4771070193042203e-08,2.9644990085864523e-08,1.9277352352300482e-08,2.6286383631830215e-08,2.446353844393361e-08,2.8779690192005502e-08,3.155968557044665e-08,3.3651490525277515e-08,2.9391330529949513e-08,4.409623653177256e-08,3.8206247984165604e-08,5.089843380993541e-08,5.734745562563302e-08,8.218853152230598e-08
3.175479343018307e-08,2.9666296928787122e-08,2.3719018223837163e-08,3.6405132032750353e-08,2.1320418122807915e-08,2.4988040003706045e-08,2.5320292898929288e-08,2.0801279843895493e-08,1.7592066922810134e-08,1.9442809303790173e-08,1.7613849853777156e-08,2.6273879789413288e-08,2.46258847671779e-08,2.091706034797135e-08,1.8999211232362033e-08,3.1439256944920075e-08,2.329590771647731e-08,1.9029898621341845e-08,2.1960283956161824e-08,1.6774910768249742e-08,2.0277626356533324e-08,2.073771230563167e-08,1.956410293191817e-08,2.351517566146017e-08,1.972028754079109e-08,1.750472549216061e-08,2.1691184691054197e-08,1.8574428784693005e-08,1.7632503855150825e-08,2.1521529482872457e-08,1.6562993027431955e-08,1.8598259805252215e-08,1.5529860365339732e-08,2.4888104710840698e-08,1.6485190465963895e-08,2.388737271903562e-08,1.608787420447833e-08,2.2817569540981637e-08,2.1088029397189306e-08,1.941535179962313e-08,2.193947356730373e-08,2.5747350173497042e-08,3.8921375736448374e-08,2.7840792610380185e-08,3.094779286221336e-08,3.699089868477242e-08,5.2806037576775166e-08,7.82760251700178e-08
4.0501023187334826e-08,3.506095627703873e-08,4.3503968216540075e-08,2.647118050449051e-08,3.111304048318423e-08,2.5864862451510548e-08,2.2446171195645698e-08,2.7276520263783016e-08,2.7339166514012326e-08,2.4826246750156372e-08,3.0309206808127265e-08,2.7560870176980387e-08,2.8511531186033092e-08,2.3001349030554213e-08,1.8083528919564564e-08,2.505521582297958e-08,2.4508858380883845e-08,2.995316593710467e-08,3.273258652243383e-08,2.348169822629339e-08,2.1107724481167482e-08,1.9650387132609663e-08,2.8764331414405203e-08,3.1041907613033426e-08,2.328373806054579e-08,2.468131156191115e-08,2.210432541327582e-08,1.8054662363616507e-08,2.289282768012558e-08,2.0320608590373707e-08,2.4073535878804837e-08,1.8765734480105936e-08,3.3476600880547296e-08,2.2152036647176146e-08,2.2430032970452133e-08,2.518758342956272e-08,2.109128673900042e-08,2.0420496726363005e-08,2.950600968505538e-08,2.47960939053958e-08,2.338589297483745e-08,2.7329822418199026e-08,3.401028013948015e-08,3.3002399684920024e-08,4.542255091156792e-08,4.4809896288828066e-08,6.311504875777588e-08,1.0057293961633425e-07
1.7747874449157075e-08,1.8819859822364255e-08,2.6256817736321254e-08,2.485885751144876e-08,2.2090210496464875e-08,2.6877501596177636e-08,1.6114362045079865e-08,2.2419521669393735e-08,1.6522426990310963e-08,2.141476508327174e-08,1.71403808316403e-08,1.9138519002640502e-08,2.0329311264670303e-08,1.8312519918817086e-08,2.4195995249207313e-08,1.7767693558883974e-08,2.4179463860473093e-08,1.5745364687748064e-08,1.8622995590154724e-08,1.7252797597871645e-08,2.0451576865000982e-08,1.6761706442812646e-08,1.4880744361882424e-08,1.62737819501723e-08,1.4626241414483124e-08,1.423467033759234e-08,1.5047873641669564e-08,1.8082080623439392e-08,2.1133282906651866e-08,2.0053842581277175e-08,1.2812685297844894e-08,1.5856422530053808e-08,1.8292205484285607e-08,2.4554592836696743e-08,1.3433831944366912e-08,1.6116118436551313e-08,1.9720469996490526e-08,1.90149535077209e-08,1.5437838468422055e-08,2.4179076650528492e-08,1.780630592107978e-08,2.2885163692012377e-08,2.4426132887719836e-08,2.7665530964543734e-08,2.8295815049105238e-08,3.813842025546365e-08,4.403784626933832e-08,6.373696949716475e-08
3.128747176786486e-08,2.9270547768490982e-08,2.9541880451118017e-08,3.085369012853169e-08,3.12519063845417e-08,3.2874080047976376e-08,2.7515991488283257e-08,2.3089033494799984e-08,3.6483794922876176e-08,2.0974056883777717e-08,2.2387509309243428e-08,1.895032842807627e-08,2.2515255215906473e-08,2.1733184745389794e-08,2.813360934646297e-08,2.8269911122283363e-08,3.040704859183872e-08,2.0677992379651475e-08,1.8609700768168998e-08,1.6679087418754297e-08,2.1469390642013437e-08,1.5133939406407006e-08,1.4640350190534873e-08,1.886625581903453e-08,1.51543669131e-08,2.635487063900007e-08,1.5766316157353005e-08,1.4610145325618308e-08,1.7028899698699923e-08,2.54079296545627e-08,1.7167040834810143e-08,1.751810837338444e-08,1.9845635390471277e-08,1.9784276849255038e-08,1.5185470875465158e-08,2.1383337072597574e-08,2.5625485637768467e-08,2.4154742586682982e-08,2.590210390883419e-08,2.060641353743117e-08,2.570873655304296e-08,2.400071468998908e-08,2.773709782771074e-08,3.106317938560427e-08,4.36668711085205e-08,4.402787139451703e-08,5.8943902366194475e-08,7.710679102409961e-08
3.8712249843482046e-08,3.3365623801868196e-08,2.7631964964956273e-08,1.9381553439758414e-08,3.10107674511516e-08,2.1962827499522137e-08,2.4371777951496343e-08,2.374984327914489e-08,2.6043340630672578e-08,2.950322207822443e-08,2.386736198678839e-08,2.1360636799583718e-08,2.5927213612613766e-08,3.312017973001364e-08,2.6787186819869765e-08,1.71189199278211e-08,1.7836965711108377e-08,2.8730197774502264e-08,2.3054510614637464e-08,2.3463386806773554e-08,1.930752017905252e-08,2.0878446907522164e-08,3.06377660595615e-08,1.8329449805556764e-08,1.8771357938810414e-08,4.02407682046753e-08,2.7983417238923064e-08,1.675721840084541e-08,1.707947507482973e-08,2.0355927612715993e-08,2.83186832331771e-08,1.9588542726815537e-08,2.410588369302816e-08,1.9348835206824773e-08,2.4780435119985824e-08,2.960437973224412e-08,1.9125762725613966e-08,2.5491037057765908e-08,2.4388853501633565e-08,2.9066732704631507e-08,3.100117774238537e-08,3.3186590580708504e-08,2.954344917682948e-08,4.391903019892181e-08,3.7955076204534325e-08,5.0827256272266106e-08,5.7577979933612557e-08,8.236155907772791e-08
3.672418875857397e-08,3.173618251781491e-08,2.1338546294559298e-08,3.534889039062819e-08,1.942822787654816e-08,2.5218456786322255e-08,2.8857666634019635e-08,2.1976625382485372e-08,1.9722679751179593e-08,1.9629154479409636e-08,1.723520455316442e-08,2.6026360241212216e-08,2.3269610792719637e-08,2.029972461937581e-08,1.967495691488977e-08,2.949860115604611e-08,2.453190515797864e-08,1.7305199665956774e-08,2.3319634626177288e-08,1.8416392284578738e-08,1.9550969482970806e-08,2.0345918861090233e-08,1.8288543549998215e-08,1.98679275091421e-08,2.093913887726762e-08,1.8438720091295018e-08,2.3043168191931588e-08,1.8573232368601678e-08,1.7757439910496413e-08,2.2303468783544895e-08,1.7063197522878655e-08,1.850667707101817e-08,1.564378147426193e-08,2.5178399593543866e-08,1.6012488103385673e-08,2.4248946633645344e-08,1.5946969815342064e-08,2.262669281168845e-08,2.059806209926632e-08,1.9701490016469824e-08,2.16264702577918e-08,2.5097770117144247e-08,3.894297208806664e-08,2.7362082949397504e-08,3.122457823478707e-08,3.7261016468448816e-08,5.27022730259488e-08,7.82520669663707e-08
4.1047157702799096e-08,3.2159714275965326e-08,4.4211036483276113e-08,2.7642698167499178e-08,3.161949888793153e-08,2.538207208821544e-08,2.2486088081154834e-08,2.6453955660332994e-08,2.744329756921997e-08,2.484900357419793e-08,3.0912192279846213e-08,2.7665465490193636e-08,2.8096843525682662e-08,2.2612551661446428e-08,1.823765854999876e-08,2.481053560874234e-08,2.516047425465518e-08,2.955095939118099e-08,3.3402732030934754e-08,2.3452807563318358e-08,2.0609157866579394e-08,1.9735250413517565e-08,2.8796402230926646e-08,3.101253217337328e-08,2.3316806097953597e-08,2.477737736550912e-08,2.2168542640402758e-08,1.8030268011036763e-08,2.2870361823295906e-08,2.0285457620801564e-08,2.400677649442361e-08,1.8671182247263784e-08,3.3356061810636286e-08,2.2221579946169617e-08,2.2367083079257466e-08,2.5145079658587178e-08,2.114311232127518e-08,2.0428785741919816e-08,2.948069005474226e-08,2.4794421593082893e-08,2.3415395885165512e-08,2.7398521925096717e-08,3.392822151328792e-08,3.3001377534433794e-08,4.552823629400841e-08,4.4836401764046764e-08,6.357679691017216e-08,1.0139632620132595e-07
1.7827258120563445e-08,1.838007555061702e-08,2.7293752071539906e-08,2.4820244471351516e-08,2.2155666849000134e-08,2.7593546772085556e-08,1.621559587922235e-08,2.2775638714454217e-08,1.6540402831504604e-08,2.1476680563815313e-08,1.726016829627488e-08,1.9408048374213802e-08,2.0305375540372834e-08,1.795646749369027e-08,2.4448725121547667e-08,1.794635753389643e-08,2.426361431296555e-08,1.557629489227405e-08,1.8768469668522273e-08,1.7082003106574653e-08,2.0614691815407563e-08,1.6904754122924683e-08,1.4807941014270282e-08,1.619022315608468e-08,1.4649779061427122e-08,1.4319202303649915e-08,1.4977642107949765e-08,1.811937598645803e-08,2.1002823789087608e-08,1.9975528245679423e-08,1.2808871227135482e-08,1.5866438769630198e-08,1.8242086075795135e-08,2.4551344298309946e-08,1.3407519587896835e-08,1.6115298175805025e-08,1.9661774840384137e-08,1.909703064509316e-08,1.5390641943985364e-08,2.428028673870161e-08,1.7780769671798465e-08,2.27874450985579e-08,2.4307408745456672e-08,2.7647253506550753e-08,2.8277898835539584e-08,3.7879523899526976e-08,4.4399689762365913e-08,6.350500296839823e-08
3.4048156065499475e-08,3.2226323006755035e-08,2.7171281331785395e-08,2.7461642831538676e-08,3.111167413562201e-08,3.2659145966365885e-08,2.7896138948398963e-08,2.319051387166416e-08,3.660476027828188e-08,2.088389403751117e-08,2.209452191238936e-08,1.909033492115194e-08,2.2342092840164402e-08,2.1715780355017306e-08,2.6937544186770275e-08,2.759965794914948e-08,3.088556209867044e-08,2.0724700441032386e-08,1.87035741735014e-08,1.658574264239513e-08,2.1185165496070147e-08,1.523082010772503e-08,1.4602481901576317e-08,1.8747139711020427e-08,1.524042592903535e-08,2.6664635115552175e-08,1.587066201244409e-08,1.4762452911439169e-08,1.6941790784173947e-08,2.5438582235701674e-08,1.737438439240363e-08,1.7421874906886994e-08,2.0085605205651634e-08,1.9963648188600326e-08,1.5191491198603624e-08,2.1343772059959314e-08,2.573791978757554e-08,2.396152105522367e-08,2.5833329011147353e-08,2.0567877100882385e-08,2.566146844595095e-08,2.4012183624329025e-08,2.750120515637787e-08,3.131188002131617e-08,4.296705062822149e-08,4.4618666784125746e-08,6.014881527836113e-08,7.659361203809065e-08
2.651030021785224e-08,4.678224736515215e-08,2.0657344428113736e-08,2.4901243093761277e-08,2.004737474336039e-08,2.0516523905590768e-08,2.6428087231847084e-08,2.7332761881942312e-08,1.7844918249858248e-08,1.570982744200529e-08,2.0217766195772695e-08,2.5387551224714676e-08,2.3003988333196412e-08,3.105561429988786e-08,1.937679341078144e-08,1.680962255431321e-08,1.7640978902471087e-08,2.964399921967835e-08,2.1417088288543055e-08,2.4120379117862493e-08,1.683922538503022e-08,2.5316414702472424e-08,1.956499007124838e-08,2.1610579239199506e-08,1.8979890998586686e-08,1.4347722392261743e-08,1.3049484867988318e-08,1.5862519601983404e-08,1.7941641436348627e-08,2.0360456235235685e-08,1.5515985138401114e-08,1.5922900778989478e-08,1.6486118387150557e-08,1.3330019297333812e-08,1.600723604452041e-08,1.519906578943334e-08,1.4722008530920205e-08,2.6203165987470616e-08,1.817875170824247e-08,2.0890285770871035e-08,1.8479830773006135e-08,2.0560775161781932e-08,2.2929177004303844e-08,2.901987703697117e-08,3.654696752474705e-08,4.420928542596762e-08,4.770447937276084e-08,8.021873526456157e-08
1.565277159865621e-08,1.4655627664424326e-08,1.2814133964982805e-08,1.9345051661290323e-08,1.3773766236770398e-08,2.190812002346699e-08,1.0814359664704232e-08,2.2100812940281435e-08,2.6015909428132228e-08,1.3734912329839413e-08,1.167358338516758e-08,1.3827581367243317e-08,9.585665947243226e-09,1.1141906340160863e-08,1.1801773617884832e-08,1.265210328531052e-08,9.962086120782674e-09,1.2013653608358501e-08,8.342729012943603e-09,1.1377149414148995e-08,1.3247032004690094e-08,1.1646803075369908e-08,9.570765521977615e-09,1.5719088671027268e-08,1.082177373680038e-08,1.0821046472065818e-08,1.1626740128270407e-08,9.926138421024205e-09,1.4350465348565784e-08,1.2533441119228969e-08,1.156492328736765e-08,1.2579932299659894e-08,9.825528825775578e-09,1.2414919850449241e-08,1.1031716508353318e-08,1.1366364300232771e-08,1.3445409948675884e-08,1.3733653866193788e-08,1.5715358609529174e-08,1.8289312579323882e-08,1.4691575883647146e-08,1.4839419699261228e-08,1.4825054228195878e-08,1.8121295975345514e-08,2.153217461917473e-08,2.2792297218413813e-08,2.9649331737401585e-08,4.746834752664564e-08
2.2608536522227664e-08,2.0737869445340236e-08,1.9423372978180644e-08,1.8932450322129447e-08,1.7259298125992053e-08,2.8325508544864012e-08,1.9986503535907412e-08,2.6669902521037963e-08,2.1546614943910703e-08,1.4685679967306562e-08,1.623513478229791e-08,1.5857591630222375e-08,1.6537634839876526e-08,1.520130386179331e-08,1.7475196896982764e-08,2.231408033094161e-08,1.9802770155011312e-08,1.3902701055396889e-08,2.0886335063042095e-08,1.5513577494314333e-08,1.4829674761597551e-08,1.523018428184931e-08,1.5498361676283708e-08,1.9736001473130988e-08,1.697464022440192e-08,1.4046828039739493e-08,1.554474049637946e-08,1.3796612699551863e-08,1.4137221073305066e-08,1.891525765191982e-08,1.810109970350771e-08,1.62966847975665e-08,1.3785722309129656e-08,1.4815154105188201e-08,1.9070919873954735e-08,1.336164799720229e-08,1.6243832454057367e-08,2.1052938267739223e-08,1.506218424861595e-08,1.8004102621478572e-08,2.1794954469715678e-08,2.0691866403723575e-08,3.1765397604123516e-08,3.8671663541789986e-08,3.563060175793532e-08,3.68322295556392e-08,4.4720423669246554e-08,6.66683712998699e-08
5.9196955783497925e-08,4.0473101174366295e-08,3.4980469943173166e-08,4.702155583443998e-08,3.5390856406198954e-08,3.760635565164314e-08,3.53495852916453e-08,3.5253424711491206e-08,3.491493046127031e-08,3.135998243746945e-08,3.389841423391784e-08,3.255161285209562e-08,3.715112035841828e-08,2.6959753145001825e-08,3.2478903518814405e-08,2.362812542063941e-08,3.895043887318498e-08,2.4559791396022875e-08,2.5636924282787656e-08,2.8958807126279764e-08,3.122780840525494e-08,2.2510357763208657e-08,3.6355541358383876e-08,2.189560058756663e-08,2.6348098722380657e-08,2.6303982991531652e-08,2.6355751976822007e-08,2.195018582108655e-08,2.7666405625545777e-08,2.2385744556153863e-08,3.0096132223053483e-08,2.922078626860333e-08,3.420749386657907e-08,2.2886482561765296e-08,2.4057826453673567e-08,3.072714149838171e-08,2.726574410631888e-08,3.2821839594465476e-08,3.103722067483304e-08,3.296299707394936e-08,3.24569127318016e-08,3.138193824955645e-08,4.6089140847629717e-08,3.710343387615285e-08,5.187910979497376e-08,5.708261559770101e-08,6.82441587008822e-08,1.281057771216464e-07
1.883298449522134e-08,2.550042191442345e-08,3.655402699092874e-08,2.4556042574917547e-08,3.796138204730846e-08,2.8042698935003084e-08,2.443186380141826e-08,2.2874168414335908e-08,2.4105702638617654e-08,2.998978565408521e-08,2.0689613358337753e-08,1.885359212380796e-08,2.1941707597680107e-08,2.542994108429238e-08,1.7350026399049876e-08,1.6334412822997443e-08,2.42008881953617e-08,3.168442094821282e-08,2.6718708620442894e-08,1.8429919062798395e-08,2.0078322400197193e-08,2.9694448747716542e-08,2.0031864255245077e-08,2.5000698745461342e-08,2.116113838752671e-08,1.6514349063309774e-08,2.0550500620243316e-08,1.4917681256618375e-08,1.858764981616446e-08,1.7380259289325657e-08,2.0627618276251235e-08,1.7206954009898207e-08,1.8243608254853452e-08,2.237366712508418e-08,1.7724556357558146e-08,2.0613770453157235e-08,2.051961139229128e-08,1.9226431772607684e-08,2.5114810204778913e-08,2.3643887105720538e-08,2.710462748029555e-08,2.2256143513603672e-08,2.677313446123192e-08,3.1643280593367455e-08,3.5043849911885496e-08,4.738849468224955e-08,5.586499807669096e-08,8.841777656975573e-08
2.5397796937548418e-08,4.641804983295988e-08,2.040766190942938e-08,2.239091973098946e-08,2.0063030204191353e-08,2.1207793596243757e-08,2.653026665281461e-08,2.669276462112787e-08,1.7832305585311243e-08,1.6017832871849396e-08,1.932526249259972e-08,2.65050742746619e-08,2.347911982412009e-08,3.1654564654508064e-08,1.903626790507441e-08,1.6887210454983634e-08,1.878755061586982e-08,3.0918850832325126e-08,2.187822576844939e-08,2.43069206266181e-08,1.6297756180973334e-08,2.3386115996213682e-08,1.879648854315065e-08,2.170851394904486e-08,1.8286322673711427e-08,1.6443003474214213e-08,1.3426102173235003e-08,1.5878690487824423e-08,1.85651092548295e-08,2.1408926735710596e-08,1.5499384406153955e-08,1.565680102363566e-08,1.6373878690106908e-08,1.3302977141224514e-08,1.5991476477631728e-08,1.5200996146945202e-08,1.47020967066677e-08,2.6051459039497593e-08,1.8253950810910545e-08,2.0722928568905993e-08,1.8495416590789428e-08,2.0464276367254228e-08,2.2848465603142287e-08,2.895448069135908e-08,3.653797415455211e-08,4.471103890542697e-08,4.752717605334427e-08,8.045751455523265e-08
1.592750484183176e-08,1.4090705416797106e-08,1.1998632359047677e-08,1.9152583711445917e-08,1.3812649757411088e-08,2.2018686714095457e-08,1.2235028355986577e-08,2.2003270711121857e-08,2.4968969960824148e-08,1.3561776373700018e-08,1.1524916711077924e-08,1.4097799856049585e-08,9.496333069254337e-09,1.127277777201699e-08,1.1862707446964161e-08,1.267796842945383e-08,1.0082380905386955e-08,1.192848071071679e-08,8.434687126295639e-09,1.1432592686260932e-08,1.3465555540412773e-08,1.188135927207684e-08,9.526518127689984e-09,1.5657242502837926e-08,1.0863423084552038e-08,1.0782209627934365e-08,1.1613384322202124e-08,9.808753485877538e-09,1.4428610089864769e-08,1.2382897181004491e-08,1.1604997394678656e-08,1.2521030055587946e-08,9.837287000238003e-09,1.2544736176751514e-08,1.1007814521603167e-08,1.1245191807425017e-08,1.3475101898948464e-08,1.3573144678993085e-08,1.5816623897459116e-08,1.8389322742434778e-08,1.462317637574359e-08,1.4966508421597874e-08,1.4726716648066115e-08,1.828463352923886e-08,2.1738221434820757e-08,2.291864226356679e-08,3.0137656662496766e-08,4.685258049565763e-08
2.3106822594957778e-08,1.9812773498737344e-08,1.9567398600971024e-08,1.970938174072293e-08,1.7648936205850917e-08,2.7174492368037603e-08,1.937924846527353e-08,2.5948024881873708e-08,2.4941570710032784e-08,1.5089576367985403e-08,1.6271303106854958e-08,1.5893572985606342e-08,1.7068681419388965e-08,1.4750570817038799e-08,1.812157499694532e-08,2.2673524552640263e-08,2.0609596924933837e-08,1.420192314090648e-08,2.0660191891658612e-08,1.551932587085866e-08,1.5162675137432314e-08,1.4810188348707095e-08,1.517516502093179e-08,1.991769898164178e-08,1.735255950394734e-08,1.4077275091208226e-08,1.5624375338386706e-08,1.3669548188512798e-08,1.3964174444673636e-08,1.8637021094162833e-08,1.7934107422392356e-08,1.6413372672581217e-08,1.3712657939328524e-08,1.4757094760083696e-08,1.9160198459138386e-08,1.347570261334685e-08,1.631359468824065e-08,2.117948515614437e-08,1.4924296657873778e-08,1.7870910604412174e-08,2.1550264214162853e-08,2.0559602451682035e-08,3.2112357854103695e-08,3.8779885771036854e-08,3.539167510962599e-08,3.754605730100907e-08,4.5455677731845095e-08,6.808666166764093e-08
5.303538519913043e-08,3.7206498957130656e-08,3.5937454701791015e-08,4.621628257436569e-08,3.571674910519076e-08,3.9473883994686724e-08,3.65500563866767e-08,3.654381561700492e-08,3.290626950936059e-08,3.1675972182454175e-08,3.5124809305462594e-08,3.1662960850881095e-08,3.658520227048968e-08,2.8444557511426988e-08,3.135109605170375e-08,2.3624670952019126e-08,3.9255986296517694e-08,2.466690233891803e-08,2.5744780868896667e-08,3.0294027519528365e-08,3.269006010955604e-08,2.2186042726083337e-08,3.652551308208868e-08,2.244707978277292e-08,2.5728112981375225e-08,2.6328299593596777e-08,2.6339959477488936e-08,2.217053499310475e-08,2.7714160287083795e-08,2.2007825388817807e-08,3.031570139367389e-08,2.8583980100609786e-08,3.4546450960996103e-08,2.2753674063306933e-08,2.40476277497782e-08,3.0348716520287604e-08,2.690188525144293e-08,3.284765645669781e-08,3.107153793851453e-08,3.2881094273475696e-08,3.2380896416094953e-08,3.1303148830577407e-08,4.635772268066766e-08,3.722597535279622e-08,5.175646752463368e-08,5.6882168116754896e-08,6.778216713880406e-08,1.287310198648968e-07
1.844512645218023e-08,2.4679555976253518e-08,3.356705865482016e-08,2.4351162377732605e-08,3.6046662126722214e-08,2.810588043521292e-08,2.4683417377775603e-08,2.2930877897500787e-08,2.3370377163487134e-08,2.9668913499799518e-08,2.038996866067733e-08,1.87714252212191e-08,2.2104074829392796e-08,2.5722584253893664e-08,1.745378082998456e-08,1.6348581316109022e-08,2.431648916164805e-08,3.1968393348845346e-08,2.604235758032326e-08,1.9065416469076e-08,1.9731502355397043e-08,3.055653759256187e-08,2.0696344772319092e-08,2.5082191310502344e-08,2.1052049160639158e-08,1.6453264547138686e-08,1.9767713898633255e-08,1.479330701756957e-08,1.8375020611807766e-08,1.753140658124178e-08,2.032246447563576e-08,1.7171911057090032e-08,1.8338870369460983e-08,2.1987596353133182e-08,1.7671249386134815e-08,2.0674250071441952e-08,2.0456169079623597e-08,1.923524181092278e-08,2.508447299432409e-08,2.3668990631202297e-08,2.696691442717775e-08,2.218085066364974e-08,2.6767266724889393e-08,3.1652886006449166e-08,3.502105621346749e-08,4.7307209348594244e-08,5.5601532889850403e-08,8.758670451420644e-08
2.2127985410981643e-08,3.277709347989533e-08,3.3730389400631986e-08,3.028830213765426e-08,2.451315477807568e-08,1.8966323954245212e-08,2.515667582461442e-08,2.813415365726525e-08,1.873125911146217e-08,1.772788372325977e-08,2.5633421560401687e-08,1.708310471239762e-08,2.9962611126171685e-08,2.2557276491838704e-08,1.9863144090392326e-08,1.731180807699125e-08,1.6868042235808638e-08,2.625438106856375e-08,2.1549086877859614e-08,1.4201224320992522e-08,1.3012909031353847e-08,2.174479397847473e-08,1.583284259451431e-08,1.7543380277887124e-08,1.524431711375173e-08,1.4278399503155422e-08,1.722720534557516e-08,1.4105209977592907e-08,1.7734981202080843e-08,1.898975540752959e-08,1.481296292760052e-08,2.0350522570399476e-08,2.0724586752005878e-08,1.855505281626205e-08,1.6725094887545877e-08,2.200240861863049e-08,2.42850667243182e-08,2.020024201697523e-08,2.1024591132733593e-08,2.980523819383405e-08,2.8887854185198225e-08,3.047876472232506e-08,2.9460995418564266e-08,3.157900487147561e-08,3.265292808381397e-08,3.4692230088689985e-08,5.727375006606235e-08,8.804821861305503e-08
