,epoch,batch,group,sample,step,log_prob_new,log_prob_old,importance_ratio,clipped_ratio,kl_loss,reward,advantage,loss_clip,loss_base,loss_total,gradient,sampling_epoch
0,0,0,0,0,tensor(980),-7.946376800537109,-7.946376800537109,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.04121953721583477,0
1,0,0,0,0,tensor(960),-7.957847595214844,-7.957847595214844,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.08104691694337303,0
2,0,0,0,0,tensor(940),-7.934627056121826,-7.934627056121826,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.12002303227783145,0
3,0,0,0,0,tensor(920),-7.939024925231934,-7.939024925231934,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.1583117750062288,0
4,0,0,0,0,tensor(900),-7.928390026092529,-7.928390026092529,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.19592956687975452,0
5,0,0,0,0,tensor(880),-8.003520965576172,-8.003520965576172,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.23261637678622912,0
6,0,0,0,0,tensor(860),-7.998686790466309,-7.998686790466309,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.2690627532834248,0
7,0,0,0,0,tensor(840),-7.9769182205200195,-7.9769182205200195,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.3046176997895414,0
8,0,0,0,0,tensor(820),-8.021284103393555,-8.021284103393555,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.33971596186798675,0
9,0,0,0,0,tensor(800),-7.982053279876709,-7.982053279876709,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.37316621542326683,0
10,0,0,0,0,tensor(780),-7.98831844329834,-7.98831844329834,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.4066142025404098,0
11,0,0,0,0,tensor(760),-8.004739761352539,-8.004739761352539,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.43915169023447326,0
12,0,0,0,0,tensor(740),-8.033000946044922,-8.033000946044922,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.4712876079955717,0
13,0,0,0,0,tensor(720),-7.987279415130615,-7.987279415130615,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.5023247016814592,0
14,0,0,0,0,tensor(700),-8.024107933044434,-8.024107933044434,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.5332311361014717,0
15,0,0,0,0,tensor(680),-7.934996604919434,-7.934996604919434,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.5628915711174336,0
16,0,0,0,0,tensor(660),-8.000630378723145,-8.000630378723145,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.592083213031708,0
17,0,0,0,0,tensor(640),-7.994808197021484,-7.994808197021484,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.6208669317445907,0
18,0,0,0,0,tensor(620),-7.9935526847839355,-7.9935526847839355,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.6491941898364539,0
19,0,0,0,0,tensor(600),-7.931037902832031,-7.931037902832031,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.677310311911508,0
20,0,0,0,0,tensor(580),-7.985858917236328,-7.985858917236328,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.7050651087389631,0
21,0,0,0,0,tensor(560),-7.990322113037109,-7.990322113037109,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.7323159055834354,0
22,0,0,0,0,tensor(540),-7.961635112762451,-7.961635112762451,1.0,1.0,0.0,0.013029060326516628,-0.7303650379180908,-0.7303650379180908,0.7303650379180908,0.14607301354408264,0.7596113516352757,0
